Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 324 134 4 1
1 327 286 8 3
2 465 531 9 18
3 330 415 7 8
4 436 243 10 3
5 439 1124 10 31
6 436 352 6 12
7 229 22 7 0
8 326 42 4 2
9 328 134 6 2
10 445 237 6 5
11 436 138 5 7
12 466 284 12 8
13 474 776 12 23
14 439 408 14 3
15 427 769 7 16
16 463 158 4 2
17 465 1398 7 34
18 475 290 5 1
19 473 371 8 5
20 479 390 7 13
21 472 311 13 7
22 474 302 9 11
23 1 1 1 1
24 472 255 12 3
25 3 14 3 2
26 10 51 10 0
27 469 294 10 4
28 437 200 11 11
29 472 260 8 4
30 83 4 4 0
31 15 45 15 0
32 465 462 8 11
33 473 2044 6 58
34 20 15 0 0
35 469 362 9 2
36 7 0 5 0
37 7 17 7 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 28 3 9 0
45 0 0 0 0
46 0 0 0 0
47 28 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 58 3 7 0
