Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 19 4 0
1 7 10 7 0
2 10 46 10 1
3 7 12 7 0
4 10 32 10 2
5 11 40 11 2
6 437 631 6 27
7 446 158 7 4
8 4 12 4 2
9 6 10 6 1
10 6 19 6 1
11 9 41 9 0
12 12 31 12 1
13 15 37 15 2
14 14 33 14 0
15 436 925 8 56
16 6 41 6 3
17 486 701 7 72
18 5 31 5 1
19 494 486 9 47
20 6 12 6 0
21 13 23 13 2
22 9 17 9 0
23 1 1 1 1
24 12 29 12 1
25 3 9 3 2
26 11 39 11 5
27 492 218 9 8
28 455 530 11 36
29 494 109 8 12
30 2 25 2 0
31 493 500 15 15
32 7 63 7 2
33 6 49 6 3
34 0 3 0 0
35 9 37 9 1
36 135 2 3 2
37 411 41 10 1
38 0 0 0 0
39 14 0 1 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 7 0 7 0
50 14 0 0 0
51 7 8 7 0
