Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 237 189 2 13
1 2 8 2 1
2 4 16 4 2
3 2 7 2 0
4 1 19 1 1
5 3 14 3 1
6 200 122 2 0
7 3 8 3 0
8 239 165 4 4
9 236 214 1 14
10 1 3 1 0
11 4 3 4 0
12 2 3 2 1
13 3 5 3 0
14 4 12 4 0
15 0 0 0 0
16 2 0 2 0
17 2 7 2 1
18 0 8 0 0
19 128 3 1 0
20 3 2 3 0
21 238 202 1 10
22 1 0 1 0
23 3 14 3 0
24 4 15 4 0
25 236 281 4 9
26 1 18 1 1
27 2 3 2 0
28 238 104 3 2
29 4 10 4 1
30 2 9 2 0
31 237 197 7 3
32 238 115 3 7
33 1 1 1 0
34 4 5 4 0
35 233 213 0 23
36 1 11 1 1
37 2 9 2 0
38 6 9 6 2
39 2 10 2 0
40 1 6 1 1
41 238 255 2 5
42 2 12 2 0
43 234 272 3 18
44 4 1 4 0
45 3 14 3 0
46 1 5 1 1
47 2 0 2 0
48 0 10 0 1
49 2 0 2 0
50 1 15 1 0
51 226 296 3 16
52 1 25 1 0
53 234 298 0 15
54 3 3 3 0
55 5 3 5 1
56 3 3 3 1
57 1 0 1 0
58 2 2 2 0
59 0 11 0 0
60 2 20 2 1
61 1 7 1 0
62 3 0 3 0
63 1 1 1 0
64 1 4 1 0
65 1 2 1 1
66 3 4 3 0
67 1 6 1 0
68 1 3 1 0
69 8 6 8 0
70 1 10 1 1
71 5 2 5 0
72 3 15 3 0
73 239 411 2 20
74 2 11 2 0
75 1 7 1 2
76 0 0 0 0
77 3 6 3 0
78 1 0 1 0
79 1 12 1 0
80 1 2 1 0
81 3 0 3 0
82 4 7 4 0
83 0 33 0 1
84 2 3 2 0
85 1 2 1 0
86 2 9 2 1
87 1 6 1 0
88 2 0 2 0
89 229 245 2 9
90 226 162 2 10
91 4 11 4 0
92 5 2 5 0
93 2 13 2 0
94 1 9 1 1
95 0 0 0 0
96 199 122 3 5
97 60 94 0 4
