Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 242 420 2 6
1 2 10 2 0
2 240 359 4 7
3 244 492 3 7
4 240 450 1 4
5 236 267 3 4
6 233 32 2 0
7 3 4 3 0
8 242 85 4 3
9 239 524 1 5
10 2 8 2 0
11 239 201 4 1
12 236 535 3 8
13 3 7 3 0
14 183 311 4 1
15 0 0 0 0
16 244 345 2 4
17 2 5 2 1
18 198 22 0 0
19 198 52 1 1
20 3 1 3 0
21 242 138 1 2
22 136 64 1 0
23 3 16 3 0
24 4 13 4 0
25 242 103 4 2
26 186 316 1 10
27 185 75 2 1
28 243 51 3 0
29 244 121 4 1
30 241 119 2 0
31 7 6 7 0
32 3 9 3 0
33 1 3 1 0
34 243 128 4 4
35 0 21 0 0
36 142 82 1 2
37 244 413 2 5
38 6 12 6 1
39 244 230 2 2
40 245 166 1 3
41 2 7 2 0
42 2 14 2 0
43 3 30 3 0
44 5 2 5 0
45 3 18 3 0
46 241 125 1 1
47 246 369 2 5
48 244 394 0 6
49 246 117 2 1
50 242 329 1 4
51 237 450 3 3
52 239 249 2 6
53 237 196 0 2
54 3 3 3 0
55 244 221 6 4
56 3 2 3 1
57 243 278 2 3
58 224 70 2 0
59 242 194 0 2
60 234 732 2 12
61 182 106 1 3
62 244 152 3 1
63 246 133 2 6
64 241 118 1 1
65 190 136 1 1
66 244 125 3 1
67 1 4 1 0
68 189 25 1 0
69 241 123 8 2
70 202 178 1 4
71 237 143 5 4
72 3 13 3 0
73 244 328 2 3
74 201 105 2 3
75 1 9 1 1
76 244 175 0 4
77 243 172 3 3
78 1 0 1 0
79 241 274 1 3
80 245 185 1 1
81 246 163 3 4
82 239 151 4 5
83 202 666 0 10
84 244 653 2 10
85 244 182 1 3
86 2 5 2 0
87 1 2 1 0
88 246 223 2 6
89 237 249 2 2
90 241 118 2 1
91 130 108 4 1
92 5 2 5 0
93 123 67 2 0
94 1 4 1 0
95 118 142 0 0
96 244 144 3 1
97 68 62 0 1
