Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 8 2 1
1 2 6 2 0
2 4 12 4 2
3 2 4 2 0
4 1 14 1 1
5 3 12 3 2
6 2 4 2 0
7 3 3 3 0
8 4 1 4 0
9 1 6 1 0
10 232 26 2 2
11 4 3 4 0
12 2 1 2 1
13 3 6 3 0
14 3 10 3 0
15 0 0 0 0
16 2 0 2 0
17 2 6 2 1
18 0 4 0 0
19 1 8 1 2
20 2 3 2 1
21 1 10 1 1
22 1 0 1 0
23 3 10 3 1
24 4 5 4 0
25 4 15 4 1
26 1 9 1 1
27 2 6 2 0
28 233 38 3 6
29 4 6 4 1
30 2 16 2 2
31 7 6 7 0
32 237 139 3 18
33 1 4 1 0
34 202 84 4 6
35 0 14 0 1
36 1 7 1 1
37 204 342 2 23
38 6 7 6 2
39 2 7 2 0
40 1 3 1 1
41 2 9 2 0
42 2 10 2 2
43 223 193 3 32
44 5 1 5 0
45 3 13 3 0
46 1 7 1 2
47 2 0 2 0
48 0 6 0 1
49 2 0 2 0
50 1 13 1 0
51 3 12 3 0
52 2 16 2 0
53 0 12 0 1
54 3 6 3 0
55 4 6 4 1
56 2 2 2 1
57 2 0 2 0
58 2 5 2 0
59 0 17 0 1
60 2 8 2 0
61 1 3 1 0
62 1 0 1 0
63 1 1 1 0
64 1 5 1 0
65 1 3 1 1
66 3 3 3 0
67 1 3 1 0
68 1 3 1 0
69 8 5 8 0
70 1 7 1 1
71 4 1 4 0
72 3 11 3 0
73 2 5 2 0
74 2 7 2 0
75 1 6 1 2
76 0 0 0 0
77 234 121 3 26
78 1 0 1 0
79 234 420 1 13
80 1 1 1 0
81 3 0 3 0
82 3 7 3 0
83 178 444 0 36
84 2 3 2 0
85 1 3 1 1
86 2 3 2 1
87 1 3 1 0
88 2 0 2 0
89 2 10 2 2
90 2 1 2 0
91 4 3 4 0
92 5 2 5 0
93 2 11 2 0
94 1 3 1 1
95 0 0 0 0
96 186 45 3 4
97 0 3 0 1
