Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 199 134 2 15
1 2 12 2 0
2 4 20 4 2
3 2 9 2 0
4 1 23 1 2
5 2 32 2 1
6 2 4 2 0
7 166 26 3 5
8 175 60 4 3
9 1 19 1 0
10 0 7 0 0
11 4 12 4 0
12 179 99 2 8
13 3 15 3 0
14 4 10 4 0
15 0 0 0 0
16 2 0 2 0
17 1 4 1 1
18 0 4 0 0
19 1 3 1 0
20 2 4 2 1
21 1 17 1 1
22 1 0 1 0
23 3 28 3 0
24 3 16 3 0
25 4 14 4 1
26 117 146 1 16
27 2 8 2 0
28 186 46 3 6
29 3 7 3 1
30 2 14 2 1
31 7 13 7 0
32 3 20 3 1
33 137 65 0 6
34 4 6 4 0
35 0 23 0 0
36 1 12 1 0
37 2 12 2 1
38 175 152 6 11
39 2 16 2 0
40 1 8 1 1
41 2 17 2 0
42 2 22 2 2
43 3 30 3 2
44 4 2 4 0
45 3 29 3 2
46 0 8 0 0
47 2 0 2 0
48 0 12 0 1
49 1 0 1 0
50 1 21 1 1
51 3 19 3 0
52 1 29 1 0
53 0 17 0 0
54 3 4 3 0
55 5 5 5 1
56 176 74 3 2
57 1 0 1 0
58 2 1 2 0
59 0 18 0 1
60 2 14 2 1
61 1 4 1 0
62 0 0 0 0
63 1 0 1 0
64 1 2 1 0
65 1 5 1 1
66 179 98 2 4
67 164 204 0 6
68 174 50 1 1
69 8 11 8 0
70 1 11 1 1
71 163 196 2 11
72 3 17 3 0
73 2 4 2 0
74 2 14 2 0
75 1 20 1 1
76 0 0 0 0
77 3 12 3 1
78 1 0 1 0
79 1 18 1 0
80 1 2 1 0
81 3 0 3 0
82 128 62 2 3
83 171 333 0 21
84 1 3 1 0
85 168 262 1 15
86 2 7 2 1
87 161 241 1 2
88 2 0 2 0
89 2 24 2 2
90 2 3 2 0
91 3 13 3 0
92 198 151 5 12
93 108 32 2 1
94 123 141 1 9
95 0 0 0 0
96 2 5 2 1
97 0 9 0 0
