Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 316 87 4 3
1 7 20 7 0
2 10 103 10 1
3 7 21 7 1
4 10 39 10 2
5 10 47 10 2
6 428 558 6 35
7 369 18 7 2
8 4 17 4 1
9 321 56 6 4
10 6 45 6 3
11 424 218 6 19
12 12 49 12 1
13 12 47 12 2
14 12 29 12 0
15 7 68 7 5
16 439 118 4 5
17 441 1357 6 61
18 467 346 4 11
19 449 500 9 26
20 6 31 6 0
21 464 479 13 22
22 451 257 7 10
23 17 5 1 2
24 464 362 12 16
25 3 32 3 2
26 10 88 10 4
27 461 344 10 9
28 11 80 11 6
29 7 28 7 3
30 30 2 1 0
31 461 515 15 14
32 7 50 7 1
33 5 71 5 3
34 7 6 0 0
35 8 61 8 3
36 7 1 7 0
37 2 15 2 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 6 8 6 0
