Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 238 384 2 3
1 233 84 2 1
2 236 442 4 4
3 2 15 2 0
4 236 356 1 2
5 231 405 2 3
6 215 25 2 1
7 231 38 3 0
8 237 88 4 1
9 234 355 1 3
10 2 15 2 0
11 214 189 4 2
12 3 9 3 1
13 178 304 3 3
14 180 318 4 4
15 224 536 0 16
16 239 425 2 2
17 29 13 1 1
18 26 9 0 0
19 28 28 1 0
20 223 9 3 0
21 237 160 1 1
22 134 54 1 0
23 234 213 3 4
24 230 319 4 3
25 205 191 4 2
26 1 21 1 0
27 182 89 2 0
28 239 81 3 2
29 4 14 4 0
30 212 140 2 1
31 236 149 7 2
32 3 21 3 0
33 145 69 1 0
34 237 172 4 2
35 235 173 0 2
36 1 25 1 0
37 238 335 2 6
38 194 184 6 2
39 238 256 2 2
40 1 9 1 1
41 238 205 2 2
42 240 340 2 5
43 3 52 3 0
44 241 176 4 1
45 228 222 3 5
46 235 165 0 1
47 242 383 2 5
48 238 291 0 8
49 241 136 2 0
50 236 327 1 6
51 226 365 3 2
52 215 301 2 6
53 233 184 0 3
54 228 179 3 4
55 6 8 6 0
56 219 86 3 1
57 237 262 2 1
58 207 70 2 0
59 0 40 0 0
60 219 346 2 8
61 176 98 1 0
62 239 169 3 1
63 241 205 1 2
64 235 82 1 1
65 1 6 1 1
66 239 105 3 1
67 185 240 1 2
68 186 80 1 0
69 230 121 8 0
70 194 141 1 3
71 202 161 5 3
72 197 327 3 6
73 226 375 2 4
74 193 152 2 3
75 1 38 1 1
76 239 209 0 1
77 214 187 3 4
78 186 189 1 4
79 238 245 1 2
80 1 2 1 0
81 3 0 3 0
82 221 114 4 1
83 187 379 0 10
84 239 334 2 7
85 1 8 1 1
86 141 149 2 1
87 169 233 1 3
88 238 277 2 4
89 228 250 2 1
90 217 135 2 4
91 4 19 4 0
92 236 258 5 2
93 2 27 2 0
94 134 145 1 3
95 107 91 0 1
96 201 101 3 1
97 0 16 0 1
