Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 320 272 4 18
1 7 19 7 1
2 10 40 10 2
3 7 19 7 1
4 10 50 10 3
5 11 61 11 4
6 6 25 6 0
7 3 11 3 2
8 326 46 4 9
9 6 11 6 1
10 6 17 6 1
11 7 18 7 0
12 12 40 12 3
13 12 44 12 2
14 434 507 14 29
15 406 950 8 67
16 452 326 5 20
17 7 103 7 6
18 4 39 4 2
19 9 47 9 2
20 464 204 7 20
21 454 250 13 14
22 464 303 8 35
23 1 1 1 1
24 12 19 12 1
25 4 12 4 2
26 9 41 9 4
27 452 216 10 13
28 11 38 11 3
29 7 42 7 3
30 4 26 4 0
31 14 24 14 1
32 6 78 6 3
33 6 52 6 4
34 0 1 0 0
35 8 29 8 2
36 0 2 0 1
37 2 2 2 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 8 8 8 0
