Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 3 40 3 0
1 7 33 7 0
2 402 222 10 15
3 7 35 7 1
4 9 79 9 2
5 10 94 10 1
6 372 219 6 14
7 6 20 6 0
8 4 32 4 2
9 6 21 6 2
10 6 31 6 2
11 6 75 6 0
12 264 187 12 20
13 9 66 9 3
14 350 330 11 9
15 7 61 7 2
16 4 121 4 3
17 402 776 6 41
18 415 144 5 8
19 408 211 9 13
20 454 272 6 16
21 447 298 13 11
22 442 181 8 15
23 17 2 1 1
24 12 65 12 2
25 2 28 2 2
26 10 57 10 1
27 412 216 7 6
28 11 72 11 6
29 408 142 8 6
30 41 1 3 0
31 13 55 13 0
32 6 130 6 2
33 447 1049 6 55
34 14 10 0 0
35 9 71 9 2
36 0 1 0 1
37 2 5 2 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 6 6 6 0
