Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 24 2 1
1 2 10 2 0
2 4 41 4 2
3 2 25 2 0
4 1 42 1 1
5 3 34 3 0
6 2 3 2 0
7 219 39 3 2
8 222 23 4 2
9 1 18 1 0
10 195 19 2 0
11 4 7 4 0
12 206 265 3 7
13 176 238 3 6
14 4 26 4 0
15 225 504 0 17
16 2 0 2 0
17 49 4 2 1
18 56 3 0 0
19 1 11 1 0
20 3 3 3 0
21 1 20 1 0
22 134 57 1 1
23 233 188 3 6
24 222 187 4 7
25 4 19 4 1
26 1 32 1 1
27 2 9 2 0
28 3 22 3 0
29 226 169 3 1
30 206 122 2 3
31 227 156 7 3
32 3 26 3 0
33 144 74 1 2
34 225 168 4 3
35 0 49 0 0
36 1 41 1 0
37 225 332 2 10
38 191 207 6 6
39 2 18 2 0
40 237 169 1 4
41 234 124 2 0
42 2 26 2 1
43 3 60 3 2
44 237 190 4 1
45 217 234 3 5
46 0 8 0 0
47 2 0 2 0
48 225 328 0 10
49 2 0 2 0
50 235 270 1 4
51 215 349 3 6
52 219 233 2 7
53 0 34 0 0
54 3 12 3 0
55 233 211 6 7
56 3 4 3 1
57 223 341 2 8
58 2 5 2 0
59 231 281 0 2
60 2 34 2 1
61 155 81 1 3
62 227 90 3 1
63 235 239 2 5
64 1 7 1 0
65 1 5 1 0
66 3 9 3 0
67 185 217 1 2
68 186 66 1 0
69 216 115 8 1
70 184 143 1 2
71 5 3 5 0
72 3 49 3 0
73 223 396 1 10
74 2 29 2 0
75 217 268 1 5
76 0 0 0 0
77 3 34 3 0
78 1 0 1 0
79 1 27 1 0
80 214 144 1 6
81 222 197 3 6
82 4 18 4 0
83 0 71 0 0
84 2 6 2 0
85 208 234 1 3
86 140 102 2 2
87 171 248 1 9
88 227 247 2 9
89 2 27 2 0
90 202 115 2 3
91 125 73 4 0
92 5 4 5 0
93 2 28 2 0
94 1 8 1 0
95 93 61 0 1
96 164 72 3 3
97 67 70 0 2
