Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 14 1 1
1 2 10 2 1
2 4 21 4 2
3 2 8 2 0
4 1 19 1 3
5 1 20 1 1
6 2 6 2 0
7 3 6 3 1
8 4 1 4 0
9 148 50 1 13
10 1 8 1 0
11 4 3 4 0
12 2 4 2 1
13 156 54 2 5
14 4 10 4 0
15 0 0 0 0
16 2 0 2 0
17 1 4 1 1
18 0 7 0 0
19 11 0 1 0
20 2 5 2 1
21 1 13 1 1
22 0 0 0 0
23 3 22 3 0
24 2 18 2 2
25 4 11 4 1
26 1 16 1 0
27 2 9 2 1
28 2 11 2 1
29 3 3 3 1
30 2 18 2 1
31 7 9 7 0
32 3 12 3 1
33 1 5 1 0
34 195 93 4 8
35 193 86 0 12
36 1 10 1 0
37 197 192 2 18
38 5 7 5 2
39 2 11 2 0
40 1 4 1 1
41 2 13 2 0
42 198 262 2 34
43 3 20 3 2
44 4 2 4 0
45 3 20 3 1
46 1 6 1 0
47 2 0 2 0
48 0 11 0 1
49 2 0 2 0
50 1 20 1 1
51 3 21 3 1
52 2 24 2 0
53 0 26 0 1
54 3 5 3 1
55 5 3 5 1
56 3 3 3 1
57 1 0 1 0
58 2 4 2 1
59 0 14 0 1
60 2 15 2 1
61 1 3 1 0
62 1 0 1 0
63 0 0 0 0
64 182 77 1 8
65 1 6 1 1
66 3 5 3 0
67 1 4 1 0
68 1 3 1 0
69 8 2 8 0
70 1 10 1 1
71 4 1 4 0
72 2 18 2 2
73 1 4 1 0
74 2 12 2 0
75 1 11 1 1
76 0 0 0 0
77 3 14 3 2
78 1 0 1 0
79 199 176 1 25
80 1 2 1 0
81 3 0 3 0
82 3 9 3 0
83 0 35 0 2
84 163 83 1 19
85 1 5 1 1
86 2 7 2 1
87 1 3 1 0
88 2 0 2 0
89 2 16 2 1
90 2 3 2 0
91 3 8 3 0
92 5 3 5 0
93 2 13 2 0
94 1 6 1 0
95 0 0 0 0
96 3 4 3 0
97 0 7 0 1
