Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 356 226 4 7
1 359 232 8 10
2 519 965 11 23
3 363 436 7 16
4 10 36 10 2
5 12 96 12 4
6 481 510 6 13
7 481 90 7 4
8 4 10 4 1
9 7 7 7 1
10 486 135 6 6
11 11 57 11 0
12 526 922 13 20
13 527 1804 15 57
14 15 17 15 0
15 476 2452 8 74
16 516 196 6 6
17 9 152 9 5
18 528 375 5 9
19 526 361 9 18
20 532 319 8 6
21 13 35 13 2
22 527 658 10 15
23 40 3 6 2
24 525 215 14 3
25 5 22 5 0
26 520 159 11 7
27 523 188 12 4
28 483 430 11 16
29 525 171 9 7
30 475 44 5 1
31 15 31 15 1
32 8 74 8 2
33 8 99 8 3
34 19 21 0 0
35 522 369 9 9
36 143 2 2 1
37 473 52 11 0
38 0 7 0 0
39 8 6 0 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 6 0 0 0
49 7 0 7 0
50 0 0 0 0
51 402 6 8 0
