Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 36 4 0
1 351 484 8 13
2 525 1227 12 24
3 358 488 7 10
4 462 256 10 6
5 12 87 12 2
6 466 592 7 16
7 489 93 8 2
8 362 141 4 2
9 351 203 6 5
10 471 296 7 10
11 489 313 12 18
12 532 945 13 21
13 15 60 15 1
14 15 36 15 0
15 8 94 8 5
16 8 31 8 0
17 524 2046 9 66
18 5 39 5 1
19 532 412 10 24
20 538 614 7 13
21 531 280 13 15
22 534 413 10 13
23 199 30 6 5
24 531 369 13 12
25 197 204 4 4
26 526 675 11 19
27 12 52 12 1
28 477 484 11 19
29 531 186 8 5
30 460 43 5 0
31 528 489 15 6
32 523 401 7 29
33 8 95 8 3
34 21 22 0 1
35 9 56 9 1
36 230 14 11 2
37 466 37 10 2
38 7 0 3 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 2 0 0 0
49 7 0 7 0
50 14 0 9 0
51 9 13 9 0
