Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 242 510 2 7
1 241 215 2 0
2 4 30 4 1
3 244 361 3 4
4 240 361 1 3
5 238 352 3 2
6 233 57 2 0
7 243 90 3 2
8 244 89 4 2
9 241 382 1 4
10 242 14 2 0
11 4 6 4 0
12 241 677 4 5
13 181 151 3 1
14 184 395 4 6
15 0 0 0 0
16 245 368 2 5
17 200 69 2 1
18 200 22 0 0
19 200 154 1 2
20 3 2 3 0
21 243 183 1 5
22 136 74 1 0
23 241 225 3 5
24 242 392 4 2
25 242 116 4 3
26 1 20 1 0
27 185 82 2 2
28 243 52 3 1
29 245 148 4 1
30 241 116 2 0
31 242 135 7 2
32 245 103 3 2
33 146 75 1 1
34 246 155 4 1
35 241 170 0 3
36 143 116 1 2
37 247 429 2 5
38 6 9 6 0
39 244 196 2 3
40 245 163 1 3
41 2 10 2 0
42 246 277 2 6
43 239 335 3 3
44 5 2 5 0
45 240 245 3 3
46 243 147 1 2
47 2 0 2 0
48 244 412 0 6
49 2 0 2 0
50 245 445 1 6
51 238 447 3 4
52 239 313 2 2
53 239 212 0 2
54 3 4 3 0
55 244 250 6 4
56 234 90 3 1
57 244 323 2 4
58 223 100 2 1
59 242 172 0 2
60 2 20 2 0
61 184 80 1 2
62 245 109 3 1
63 247 127 2 3
64 1 4 1 0
65 1 3 1 0
66 3 4 3 0
67 188 352 1 1
68 189 57 1 1
69 243 130 8 2
70 189 150 1 3
71 236 138 5 1
72 3 17 3 0
73 244 320 2 7
74 201 125 2 0
75 238 232 1 6
76 245 195 0 4
77 244 177 3 0
78 219 159 1 2
79 1 16 1 0
80 245 210 1 3
81 246 141 3 1
82 3 12 3 0
83 188 750 0 11
84 246 885 2 16
85 244 196 1 1
86 2 3 2 0
87 179 253 1 2
88 249 230 2 4
89 238 293 2 2
90 242 201 2 3
91 130 101 4 0
92 245 238 5 4
93 123 79 2 1
94 137 202 1 2
95 116 77 0 0
96 244 146 3 3
97 68 56 0 2
