Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 369 2 2
1 2 6 2 0
2 241 447 4 4
3 247 237 3 5
4 241 402 1 2
5 3 11 3 0
6 236 13 2 1
7 3 5 3 0
8 4 1 4 0
9 1 6 1 0
10 2 4 2 0
11 232 263 4 5
12 4 6 4 1
13 179 249 3 1
14 183 364 4 4
15 243 1058 0 21
16 245 337 2 8
17 204 118 2 3
18 0 5 0 0
19 205 130 2 2
20 3 4 3 1
21 243 133 1 2
22 135 99 1 2
23 241 259 3 4
24 242 279 4 3
25 4 7 4 0
26 1 16 1 0
27 186 76 2 3
28 246 47 3 0
29 247 158 4 3
30 2 8 2 0
31 242 77 7 2
32 3 9 3 0
33 148 69 1 2
34 4 5 4 0
35 242 108 0 5
36 1 9 1 0
37 2 9 2 0
38 230 166 7 0
39 243 269 2 4
40 1 3 1 1
41 245 193 2 2
42 246 240 2 3
43 239 196 3 3
44 5 1 5 0
45 240 240 3 5
46 243 124 1 6
47 2 0 2 0
48 0 6 0 1
49 2 0 2 0
50 245 268 1 3
51 239 298 3 6
52 239 258 2 8
53 0 6 0 0
54 240 197 3 3
55 6 6 6 0
56 237 70 3 4
57 244 321 2 5
58 2 4 2 0
59 242 194 0 2
60 236 774 2 12
61 183 97 1 3
62 245 98 3 3
63 2 1 2 0
64 242 76 1 3
65 1 3 1 0
66 245 153 3 1
67 189 170 1 3
68 1 1 1 0
69 8 5 8 0
70 1 6 1 1
71 239 184 5 3
72 3 8 3 0
73 2 3 2 0
74 2 4 2 0
75 239 220 1 7
76 245 108 0 2
77 3 3 3 0
78 229 139 1 3
79 242 251 1 3
80 246 169 1 2
81 247 154 3 1
82 4 8 4 0
83 227 690 0 17
84 2 3 2 0
85 1 2 1 0
86 144 145 2 1
87 178 166 1 2
88 245 188 2 2
89 237 310 2 6
90 241 93 2 0
91 4 7 4 0
92 5 3 5 0
93 2 4 2 0
94 135 193 1 2
95 118 111 0 1
96 247 144 3 2
97 70 55 0 1
