Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 11 1 1
1 2 10 2 1
2 190 132 4 12
3 2 7 2 0
4 1 24 1 1
5 0 13 0 3
6 2 3 2 0
7 2 4 2 1
8 4 1 4 0
9 1 11 1 0
10 0 1 0 0
11 4 3 4 0
12 2 3 2 1
13 2 12 2 0
14 149 88 3 19
15 0 0 0 0
16 2 0 2 0
17 17 1 1 1
18 0 1 0 0
19 1 3 1 0
20 2 2 2 1
21 1 5 1 0
22 1 0 1 0
23 3 22 3 1
24 168 61 3 16
25 4 15 4 1
26 1 14 1 2
27 1 6 1 0
28 144 26 2 10
29 3 7 3 1
30 2 20 2 1
31 7 14 7 0
32 188 58 3 12
33 1 4 1 0
34 2 5 2 0
35 0 13 0 0
36 1 15 1 0
37 2 12 2 1
38 5 7 5 2
39 2 10 2 0
40 1 3 1 1
41 1 15 1 0
42 2 11 2 1
43 3 21 3 2
44 4 6 4 0
45 3 23 3 2
46 0 11 0 2
47 2 0 2 0
48 0 8 0 1
49 2 0 2 0
50 1 21 1 1
51 3 15 3 1
52 1 23 1 1
53 0 17 0 2
54 3 5 3 0
55 4 2 4 1
56 2 1 2 1
57 1 0 1 0
58 2 3 2 0
59 0 19 0 2
60 2 14 2 1
61 1 3 1 0
62 0 0 0 0
63 0 1 0 0
64 1 6 1 0
65 0 4 0 0
66 3 6 3 0
67 1 6 1 0
68 1 3 1 0
69 8 8 8 0
70 1 8 1 1
71 2 1 2 0
72 2 19 2 1
73 2 8 2 1
74 2 10 2 1
75 184 213 1 30
76 0 0 0 0
77 3 13 3 0
78 1 0 1 0
79 1 22 1 1
80 1 2 1 0
81 2 0 2 0
82 2 4 2 0
83 0 22 0 2
84 1 5 1 1
85 0 5 0 1
86 97 87 2 14
87 1 4 1 0
88 2 0 2 0
89 2 23 2 0
90 2 4 2 0
91 3 6 3 1
92 5 3 5 0
93 2 11 2 0
94 1 6 1 0
95 83 65 0 9
96 86 17 2 4
97 0 3 0 1
