Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 367 202 4 5
1 366 208 8 7
2 540 897 12 12
3 373 390 7 6
4 495 137 10 5
5 493 1396 12 35
6 506 350 7 11
7 514 74 9 3
8 376 74 4 1
9 7 7 7 0
10 499 80 8 3
11 508 257 12 11
12 547 883 13 8
13 548 1547 15 37
14 493 243 15 4
15 489 1719 8 35
16 537 141 8 2
17 539 2148 9 51
18 549 245 5 4
19 547 332 10 12
20 553 328 8 8
21 13 35 13 2
22 548 296 12 5
23 265 31 6 4
24 546 250 13 6
25 266 268 5 3
26 541 161 11 2
27 544 129 12 4
28 496 479 11 15
29 8 26 8 1
30 488 45 5 1
31 543 276 15 5
32 539 332 8 29
33 547 2586 8 61
34 52 21 2 0
35 543 274 9 5
36 241 14 11 1
37 487 41 11 0
38 7 0 3 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 372 5 10 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 6 0 0 0
49 7 0 7 0
50 14 0 10 0
51 9 11 9 0
