Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 7 1 1
1 207 80 2 14
2 4 12 4 3
3 2 6 2 1
4 1 15 1 4
5 2 18 2 1
6 2 4 2 0
7 231 160 3 12
8 4 1 4 0
9 1 12 1 0
10 2 6 2 0
11 4 6 4 0
12 3 2 3 1
13 3 7 3 0
14 4 5 4 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 3 0 0
19 1 3 1 0
20 2 4 2 1
21 1 8 1 2
22 1 0 1 0
23 224 214 3 12
24 4 8 4 0
25 4 11 4 1
26 1 15 1 2
27 2 5 2 0
28 3 5 3 0
29 4 4 4 1
30 2 11 2 0
31 7 6 7 0
32 3 7 3 1
33 1 3 1 0
34 4 6 4 1
35 221 91 0 20
36 1 4 1 0
37 2 5 2 0
38 184 115 6 4
39 2 6 2 0
40 1 6 1 1
41 2 15 2 0
42 2 10 2 2
43 3 22 3 1
44 4 1 4 0
45 3 12 3 1
46 1 5 1 0
47 2 0 2 0
48 0 10 0 1
49 2 0 2 0
50 1 13 1 1
51 3 13 3 0
52 1 18 1 0
53 227 268 0 19
54 3 4 3 1
55 233 357 5 20
56 2 3 2 1
57 1 0 1 0
58 2 3 2 1
59 0 9 0 0
60 2 11 2 1
61 1 4 1 0
62 3 0 3 0
63 1 0 1 0
64 1 3 1 0
65 1 2 1 1
66 3 4 3 0
67 1 3 1 0
68 1 3 1 0
69 231 98 8 12
70 1 14 1 1
71 2 1 2 0
72 3 9 3 1
73 1 2 1 0
74 2 8 2 0
75 1 9 1 2
76 0 0 0 0
77 3 7 3 1
78 177 123 1 26
79 1 14 1 0
80 1 2 1 0
81 230 289 3 22
82 3 5 3 0
83 0 21 0 2
84 2 4 2 0
85 1 9 1 1
86 2 4 2 0
87 1 3 1 0
88 2 0 2 0
89 2 9 2 0
90 2 1 2 0
91 4 6 4 0
92 5 2 5 0
93 2 8 2 0
94 1 3 1 1
95 0 0 0 0
96 2 7 2 1
97 0 2 0 0
