Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 320 101 4 5
1 325 348 7 15
2 12 56 12 0
3 7 19 7 0
4 10 35 10 2
5 439 693 10 40
6 6 24 6 0
7 235 13 9 0
8 4 17 4 0
9 7 10 7 0
10 7 11 7 1
11 449 246 7 17
12 13 40 13 0
13 11 40 11 1
14 14 29 14 0
15 434 561 7 30
16 4 49 4 1
17 478 1301 8 50
18 487 345 4 14
19 10 29 10 0
20 491 366 6 14
21 13 36 13 2
22 487 357 11 12
23 34 1 6 1
24 484 124 12 8
25 4 24 4 1
26 10 31 10 1
27 10 32 10 1
28 11 32 11 2
29 484 212 7 9
30 90 10 4 2
31 15 31 15 0
32 477 285 7 35
33 485 1162 5 72
34 0 3 0 0
35 8 29 8 2
36 131 14 11 1
37 7 22 7 0
38 0 7 0 0
39 7 0 7 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 224 5 6 0
48 0 0 0 0
49 0 0 0 0
50 14 0 10 0
51 8 10 8 0
