Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 351 199 4 7
1 354 293 8 9
2 506 922 10 12
3 357 302 7 12
4 468 178 10 5
5 11 71 11 2
6 472 489 6 11
7 483 87 8 3
8 4 10 4 0
9 354 165 6 5
10 477 249 6 7
11 11 49 11 0
12 12 67 12 1
13 514 1644 15 36
14 15 20 15 0
15 472 1991 8 61
16 503 93 5 3
17 505 1816 8 65
18 5 28 5 0
19 513 372 9 20
20 7 12 7 0
21 512 297 13 9
22 10 16 10 0
23 36 4 6 1
24 512 384 13 6
25 5 22 5 0
26 507 178 11 6
27 510 246 10 4
28 474 532 11 20
29 512 160 8 9
30 323 35 3 0
31 15 31 15 1
32 504 275 8 30
33 8 81 8 3
34 0 7 0 0
35 509 446 9 11
36 139 2 3 1
37 464 44 11 0
38 0 7 0 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 357 5 10 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 6 0 0 0
49 7 0 7 0
50 14 0 9 0
51 7 13 7 0
