Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 369 2 3
1 2 9 2 0
2 241 411 4 3
3 247 268 3 3
4 243 407 1 1
5 238 276 3 5
6 234 52 2 1
7 243 53 3 0
8 244 66 4 1
9 1 13 1 0
10 243 52 2 0
11 239 348 4 4
12 4 7 4 1
13 181 269 3 0
14 184 251 4 5
15 249 1124 0 14
16 245 422 2 9
17 205 112 2 2
18 205 31 1 0
19 206 172 2 3
20 243 29 3 1
21 243 137 1 1
22 1 0 1 0
23 241 168 3 3
24 242 503 4 5
25 4 9 4 0
26 186 445 1 7
27 186 95 2 2
28 246 46 3 1
29 247 136 4 3
30 244 131 2 2
31 242 76 7 1
32 245 132 3 0
33 148 67 1 0
34 4 5 4 0
35 242 157 0 1
36 145 105 1 1
37 2 10 2 0
38 224 122 6 0
39 243 317 2 6
40 246 199 1 1
41 245 210 2 3
42 246 515 2 7
43 239 399 3 1
44 248 127 5 0
45 3 13 3 0
46 242 132 1 4
47 249 461 2 4
48 243 391 0 6
49 249 83 2 0
50 245 272 1 5
51 3 35 3 0
52 240 264 2 5
53 0 10 0 0
54 3 4 3 0
55 6 6 6 0
56 235 86 3 3
57 243 343 2 5
58 221 97 2 1
59 243 116 0 1
60 234 845 2 6
61 184 115 1 2
62 245 85 3 1
63 248 226 2 1
64 242 69 1 1
65 203 120 1 0
66 247 91 3 2
67 190 282 1 2
68 191 61 1 0
69 242 92 8 3
70 1 4 1 0
71 238 162 5 2
72 3 10 3 0
73 247 205 2 5
74 196 113 2 2
75 238 227 1 5
76 0 0 0 0
77 247 148 3 1
78 224 152 1 4
79 244 210 1 3
80 1 1 1 0
81 247 121 3 2
82 239 188 4 2
83 221 909 0 14
84 246 633 2 10
85 247 169 1 2
86 144 162 2 2
87 178 205 1 4
88 249 229 2 4
89 237 260 2 4
90 242 162 2 1
91 131 66 4 0
92 5 2 5 0
93 2 5 2 0
94 1 3 1 0
95 119 116 0 1
96 247 158 3 2
97 71 46 0 0
