# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1780.0000 M1 1000000 2 780.0000 5 4 n/a N 5->6->4
2143.0000 M2 1000000 2 143.0000 2 4 n/a N 2->6->4
3004.0000 M3 1000000 1 4.0000 2 6 n/a N 2->6
5008.0000 M5 1000000 2 8.0000 2 1 n/a N 2->6->1
7311.0000 M4 1000000 1 3311.0000 6 0 n/a N 6->0
8004.0000 M8 1000000 1 4.0000 7 0 n/a N 7->0
8495.0000 M7 1000000 1 1495.0000 5 4 n/a N 5->4
9004.0000 M9 1000000 1 4.0000 3 4 n/a N 3->4
10800.0000 M6 1000000 1 4800.0000 4 7 n/a N 4->7
13170.0000 M11 1000000 1 2170.0000 4 7 n/a N 4->7
15519.0000 M14 1000000 1 1519.0000 3 6 n/a N 3->6
16148.0000 M13 1000000 1 3148.0000 6 1 n/a N 6->1
16152.0000 M15 1000000 2 1152.0000 0 1 n/a N 0->6->1
17543.0000 M16 1000000 1 1543.0000 6 0 n/a N 6->0
18882.0000 M12 1000000 2 6882.0000 2 4 n/a N 2->6->4
22638.0000 M22 1000000 1 638.0000 0 4 n/a N 0->4
74430.0000 M45 1000000 1 29430.0000 5 0 n/a N 5->0
80319.0000 M78 1000000 1 2319.0000 0 6 n/a N 0->6
80327.0000 M25 1000000 1 55327.0000 6 0 n/a N 6->0
80331.0000 M66 1000000 1 14331.0000 6 0 n/a N 6->0
80335.0000 M50 1000000 1 30335.0000 6 0 n/a N 6->0
83564.0000 M53 1000000 1 30564.0000 0 1 n/a N 0->1
84074.0000 M42 1000000 1 42074.0000 0 1 n/a N 0->1
84079.0000 M46 1000000 1 38079.0000 1 0 n/a N 1->0
85256.0000 M37 1000000 1 48256.0000 0 3 n/a N 0->3
85260.0000 M28 1000000 1 57260.0000 0 3 n/a N 0->3
85265.0000 M74 1000000 1 11265.0000 3 0 n/a N 3->0
87001.0000 M34 1000000 1 53001.0000 2 0 n/a N 2->0
87005.0000 M30 1000000 1 57005.0000 2 0 n/a N 2->0
87009.0000 M87 1000000 1 9.0000 3 0 n/a N 3->0
87014.0000 M73 1000000 1 14014.0000 0 2 n/a N 0->2
87405.0000 M63 1000000 1 24405.0000 1 2 n/a N 1->2
87409.0000 M27 1000000 1 60409.0000 1 2 n/a N 1->2
87414.0000 M24 1000000 1 63414.0000 2 1 n/a N 2->1
87418.0000 M41 1000000 1 46418.0000 2 1 n/a N 2->1
88004.0000 M77 1000000 1 11004.0000 1 3 n/a N 1->3
88008.0000 M23 1000000 1 65008.0000 3 1 n/a N 3->1
88012.0000 M19 1000000 1 69012.0000 3 1 n/a N 3->1
88106.0000 M59 1000000 1 29106.0000 5 2 n/a N 5->2
88110.0000 M65 1000000 1 23110.0000 5 2 n/a N 5->2
88114.0000 M72 1000000 1 16114.0000 5 2 n/a N 5->2
88220.0000 M48 1000000 1 40220.0000 6 2 n/a N 6->2
88224.0000 M60 1000000 1 28224.0000 6 2 n/a N 6->2
88877.0000 M64 1000000 1 24877.0000 3 6 n/a N 3->6
88881.0000 M44 1000000 1 44881.0000 3 6 n/a N 3->6
88972.0000 M21 1000000 1 67972.0000 3 5 n/a N 3->5
88976.0000 M31 1000000 1 57976.0000 3 5 n/a N 3->5
88980.0000 M84 1000000 1 4980.0000 3 5 n/a N 3->5
92064.0000 M10 1000000 1 82064.0000 1 5 n/a N 1->5
92068.0000 M68 1000000 1 24068.0000 1 5 n/a N 1->5
92299.0000 M36 1000000 1 56299.0000 6 5 n/a N 6->5
92303.0000 M79 1000000 2 13303.0000 0 5 n/a N 0->6->5
92307.0000 M54 1000000 1 38307.0000 6 5 n/a N 6->5
92311.0000 M52 1000000 1 40311.0000 6 5 n/a N 6->5
92315.0000 M69 1000000 1 23315.0000 5 6 n/a N 5->6
96008.0000 M96 1000000 1 8.0000 5 2 n/a N 5->2
96218.0000 M91 1000000 1 5218.0000 1 0 n/a N 1->0
101873.0000 M93 1000000 2 8873.0000 5 0 n/a N 5->6->0
102385.0000 M100 1000000 1 2385.0000 6 1 n/a N 6->1
102981.0000 M97 1000000 1 5981.0000 1 0 n/a N 1->0
103004.0000 M103 1000000 1 4.0000 0 1 n/a N 0->1
104972.0000 M75 1000000 2 29972.0000 5 0 n/a N 5->6->0
105915.0000 M105 1000000 1 915.0000 1 2 n/a N 1->2
112004.0000 M112 1000000 1 4.0000 6 1 n/a N 6->1
112629.0000 M102 1000000 1 10629.0000 3 1 n/a N 3->1
187976.0000 M147 1000000 1 40976.0000 3 0 n/a N 3->0
187981.0000 M178 1000000 1 9981.0000 0 3 n/a N 0->3
187985.0000 M121 1000000 1 66985.0000 0 3 n/a N 0->3
195832.0000 M133 1000000 1 62832.0000 2 3 n/a N 2->3
197961.0000 M130 1000000 1 67961.0000 2 1 n/a N 2->1
198004.0000 M198 1000000 1 4.0000 2 1 n/a N 2->1
201954.0000 M146 1000000 1 55954.0000 1 3 n/a N 1->3
201959.0000 M164 1000000 1 37959.0000 3 1 n/a N 3->1
205429.0000 M204 1000000 1 1429.0000 2 1 n/a N 2->1
210022.0000 M206 1000000 1 4022.0000 3 1 n/a N 3->1
248479.0000 M119 1000000 1 129479.0000 2 6 n/a N 2->6
248491.0000 M142 1000000 1 106491.0000 2 6 n/a N 2->6
248507.0000 M117 1000000 1 131507.0000 2 6 n/a N 2->6
248536.0000 M184 1000000 1 64536.0000 6 2 n/a N 6->2
248540.0000 M242 1000000 1 6540.0000 6 2 n/a N 6->2
248544.0000 M200 1000000 1 48544.0000 6 2 n/a N 6->2
248548.0000 M151 1000000 1 97548.0000 6 2 n/a N 6->2
248552.0000 M246 1000000 1 2552.0000 6 2 n/a N 6->2
248556.0000 M145 1000000 1 103556.0000 6 2 n/a N 6->2
249053.0000 M249 1000000 1 53.0000 6 2 n/a N 6->2
252767.0000 M139 1000000 1 113767.0000 1 6 n/a N 1->6
252799.0000 M154 1000000 1 98799.0000 1 6 n/a N 1->6
252803.0000 M223 1000000 2 29803.0000 2 1 n/a N 2->6->1
252807.0000 M250 1000000 2 2807.0000 2 1 n/a N 2->6->1
252811.0000 M186 1000000 1 66811.0000 6 1 n/a N 6->1
252815.0000 M125 1000000 1 127815.0000 6 1 n/a N 6->1
252819.0000 M212 1000000 1 40819.0000 6 1 n/a N 6->1
259404.0000 M251 1000000 1 8404.0000 6 2 n/a N 6->2
261547.0000 M259 1000000 1 2547.0000 6 1 n/a N 6->1
262027.0000 M228 1000000 2 34027.0000 1 4 n/a N 1->6->4
262523.0000 M131 1000000 1 131523.0000 0 6 n/a N 0->6
262547.0000 M225 1000000 1 37547.0000 0 6 n/a N 0->6
262559.0000 M203 1000000 1 59559.0000 0 6 n/a N 0->6
262579.0000 M179 1000000 1 83579.0000 0 6 n/a N 0->6
262596.0000 M152 1000000 1 110596.0000 6 0 n/a N 6->0
262600.0000 M116 1000000 1 146600.0000 6 0 n/a N 6->0
262604.0000 M167 1000000 2 95604.0000 2 0 n/a N 2->6->0
262608.0000 M120 1000000 2 142608.0000 1 0 n/a N 1->6->0
262612.0000 M218 1000000 2 44612.0000 2 0 n/a N 2->6->0
262616.0000 M137 1000000 1 125616.0000 6 0 n/a N 6->0
262620.0000 M144 1000000 2 118620.0000 1 0 n/a N 1->6->0
262646.0000 M227 1000000 2 35646.0000 0 2 n/a N 0->6->2
262650.0000 M122 1000000 2 140650.0000 0 2 n/a N 0->6->2
262885.0000 M234 1000000 2 28885.0000 0 1 n/a N 0->6->1
262889.0000 M222 1000000 2 40889.0000 0 1 n/a N 0->6->1
268452.0000 M268 1000000 1 452.0000 6 0 n/a N 6->0
269009.0000 M269 1000000 2 9.0000 0 2 n/a N 0->6->2
269299.0000 M124 1000000 1 145299.0000 3 6 n/a N 3->6
269319.0000 M172 1000000 1 97319.0000 3 6 n/a N 3->6
269331.0000 M210 1000000 2 59331.0000 3 0 n/a N 3->6->0
269335.0000 M205 1000000 1 64335.0000 6 3 n/a N 6->3
269339.0000 M265 1000000 2 4339.0000 3 2 n/a N 3->6->2
269343.0000 M221 1000000 1 48343.0000 6 3 n/a N 6->3
269347.0000 M163 1000000 1 106347.0000 6 3 n/a N 6->3
269351.0000 M224 1000000 1 45351.0000 6 3 n/a N 6->3
269355.0000 M207 1000000 2 62355.0000 3 0 n/a N 3->6->0
337183.0000 M193 1000000 1 144183.0000 2 7 n/a N 2->7
337235.0000 M335 1000000 1 2235.0000 2 7 n/a N 2->7
337239.0000 M101 1000000 1 236239.0000 2 7 n/a N 2->7
337263.0000 M337 1000000 1 263.0000 2 7 n/a N 2->7
337291.0000 M20 1000000 1 317291.0000 2 7 n/a N 2->7
337307.0000 M155 1000000 1 182307.0000 2 7 n/a N 2->7
338901.0000 M317 1000000 1 21901.0000 6 1 n/a N 6->1
338905.0000 M294 1000000 1 44905.0000 1 6 n/a N 1->6
339003.0000 M156 1000000 1 183003.0000 7 0 n/a N 7->0
339007.0000 M57 1000000 1 282007.0000 7 0 n/a N 7->0
339011.0000 M58 1000000 1 281011.0000 7 0 n/a N 7->0
339015.0000 M276 1000000 1 63015.0000 7 0 n/a N 7->0
339019.0000 M328 1000000 2 11019.0000 2 0 n/a N 2->7->0
339023.0000 M134 1000000 1 205023.0000 7 0 n/a N 7->0
339027.0000 M56 1000000 1 283027.0000 7 0 n/a N 7->0
339031.0000 M88 1000000 1 251031.0000 0 7 n/a N 0->7
339035.0000 M160 1000000 1 179035.0000 0 7 n/a N 0->7
339107.0000 M202 1000000 1 137107.0000 0 7 n/a N 0->7
339950.0000 M252 1000000 2 87950.0000 2 5 n/a N 2->7->5
