Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 354 234 4 7
1 359 162 8 9
2 11 47 11 1
3 360 509 7 10
4 464 237 10 5
5 467 939 11 38
6 468 232 7 9
7 9 25 9 0
8 367 105 4 2
9 357 138 7 2
10 472 233 8 10
11 12 29 12 0
12 13 46 13 0
13 15 59 15 1
14 14 35 14 0
15 462 1675 8 66
16 515 140 7 4
17 517 1856 9 52
18 529 419 5 9
19 9 33 9 1
20 6 14 6 0
21 524 297 13 12
22 526 602 11 22
23 6 22 6 1
24 524 387 13 12
25 258 22 5 2
26 11 63 11 5
27 522 279 12 8
28 480 385 11 22
29 524 311 8 10
30 118 14 4 0
31 521 184 15 11
32 519 492 7 32
33 7 77 7 3
34 0 6 0 0
35 9 39 9 2
36 3 8 3 0
37 11 26 11 0
38 7 0 0 0
39 14 0 8 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 6 0 0 0
49 7 0 7 0
50 14 0 10 0
51 7 12 7 0
