Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 4 2 4
1 4 3 4 3
2 9 6 9 6
3 7 2 7 2
4 7 7 7 7
5 8 5 8 5
6 3 7 3 7
7 2 3 2 3
8 2 2 2 2
9 2 3 2 3
10 5 4 5 4
11 5 6 5 6
12 12 6 12 6
13 3 3 3 3
14 11 2 11 2
15 4 8 4 8
16 4 8 4 8
17 4 8 4 8
18 2 2 2 2
19 7 7 7 7
20 5 5 5 5
21 10 4 10 4
22 8 4 8 4
23 1 1 1 1
24 9 6 9 6
25 1 2 1 2
26 5 10 5 10
27 6 8 6 8
28 11 12 11 12
29 4 6 4 6
30 1 1 1 1
31 9 5 9 5
32 5 10 5 10
33 5 5 5 5
34 0 1 0 1
35 6 11 6 11
36 0 2 0 2
37 2 2 2 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 0 0 0
