Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 15 4 1
1 8 8 8 0
2 498 618 10 22
3 7 12 7 0
4 9 33 9 2
5 11 32 11 1
6 6 26 6 0
7 480 25 8 3
8 4 12 4 2
9 6 11 6 2
10 6 10 6 1
11 9 21 9 0
12 12 42 12 1
13 15 44 15 2
14 16 26 16 0
15 461 805 8 26
16 495 153 6 9
17 497 1357 7 75
18 5 26 5 1
19 9 30 9 0
20 511 383 7 11
21 13 27 13 2
22 506 280 9 26
23 1 1 1 1
24 504 171 11 5
25 1 6 1 2
26 11 27 11 1
27 11 24 11 1
28 11 24 11 2
29 504 208 8 15
30 5 29 5 0
31 15 28 15 0
32 496 224 7 32
33 506 1264 8 70
34 2 5 2 0
35 501 143 9 8
36 0 2 0 2
37 7 27 7 0
38 0 0 0 0
39 7 0 7 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 4 0 0 0
49 0 0 0 0
50 9 5 9 0
51 8 9 8 0
