Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 345 218 4 3
1 9 17 9 0
2 493 348 11 13
3 351 410 7 17
4 454 164 10 16
5 456 822 11 43
6 6 29 6 0
7 8 17 8 0
8 4 8 4 0
9 7 7 7 0
10 7 10 7 1
11 7 18 7 0
12 12 41 12 0
13 15 52 15 1
14 456 435 14 14
15 450 972 8 37
16 486 95 5 7
17 7 97 7 4
18 502 393 5 13
19 9 29 9 0
20 506 306 6 9
21 13 25 13 2
22 10 18 10 0
23 29 4 1 1
24 499 154 12 11
25 3 24 3 2
26 494 95 10 4
27 10 17 10 0
28 11 40 11 2
29 499 443 8 13
30 3 15 3 0
31 496 125 15 9
32 7 46 7 3
33 500 1646 7 84
34 1 4 1 0
35 9 33 9 2
36 0 5 0 1
37 8 10 8 1
38 0 7 0 0
39 0 0 0 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 4 0 0 0
49 7 0 0 0
50 0 0 0 0
51 7 8 7 0
