Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 23 4 0
1 329 245 7 0
2 468 780 9 14
3 333 215 7 6
4 440 132 10 3
5 443 1341 11 38
6 439 402 7 15
7 439 28 7 2
8 4 22 4 0
9 6 8 6 0
10 449 118 7 6
11 440 164 6 11
12 471 378 12 5
13 477 1109 12 33
14 443 325 14 2
15 7 73 7 2
16 466 101 6 3
17 468 1583 7 47
18 478 181 5 3
19 476 263 8 8
20 482 440 7 8
21 475 389 13 10
22 477 284 9 7
23 3 13 3 1
24 475 215 12 3
25 181 26 3 5
26 470 296 10 7
27 473 259 10 4
28 11 75 11 1
29 8 25 8 2
30 204 8 3 0
31 472 298 15 8
32 468 239 8 6
33 476 2281 6 53
34 43 16 2 0
35 472 268 9 6
36 17 0 7 0
37 53 8 6 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 98 5 9 0
45 0 0 0 0
46 0 0 0 0
47 67 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 134 3 7 0
