Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 307 108 4 16
1 313 298 6 32
2 9 63 9 2
3 7 19 7 0
4 10 46 10 4
5 11 70 11 5
6 449 245 6 35
7 4 20 4 1
8 4 18 4 2
9 6 12 6 1
10 6 23 6 3
11 9 23 9 1
12 472 737 12 38
13 13 25 13 2
14 406 415 13 22
15 8 41 8 5
16 5 30 5 2
17 8 73 8 7
18 5 30 5 1
19 8 46 8 3
20 488 439 7 38
21 13 43 13 3
22 8 17 8 1
23 34 1 5 1
24 481 301 13 33
25 5 31 5 1
26 10 64 10 6
27 9 38 9 2
28 11 45 11 8
29 8 18 8 2
30 425 30 3 1
31 15 37 15 1
32 7 62 7 3
33 6 59 6 4
34 0 1 0 0
35 9 43 9 3
36 0 2 0 1
37 7 8 7 0
38 0 7 0 0
39 0 0 0 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 2 0 0
