Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 14 2 1
1 2 6 2 0
2 4 16 4 2
3 243 503 3 16
4 239 160 1 8
5 3 22 3 1
6 2 5 2 0
7 3 6 3 0
8 237 100 4 4
9 1 15 1 0
10 2 5 2 0
11 4 3 4 0
12 236 167 3 13
13 3 8 3 0
14 4 5 4 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 3 0 0
19 1 3 1 0
20 3 2 3 1
21 1 8 1 0
22 1 0 1 0
23 3 18 3 1
24 4 9 4 0
25 241 143 4 8
26 1 10 1 0
27 2 6 2 0
28 3 5 3 0
29 243 246 4 11
30 2 14 2 0
31 7 8 7 0
32 3 8 3 0
33 1 4 1 0
34 4 5 4 0
35 0 13 0 1
36 1 6 1 1
37 2 5 2 0
38 6 5 6 1
39 2 6 2 0
40 244 236 1 9
41 2 7 2 0
42 2 14 2 1
43 3 23 3 0
44 5 2 5 0
45 233 145 3 7
46 236 231 1 7
47 245 366 2 16
48 0 6 0 1
49 245 153 2 13
50 241 232 1 10
51 3 18 3 0
52 1 20 1 0
53 231 196 0 6
54 3 4 3 0
55 6 4 6 0
56 3 3 3 1
57 1 0 1 0
58 2 1 2 0
59 0 12 0 0
60 2 9 2 0
61 1 5 1 0
62 1 0 1 0
63 2 0 2 0
64 238 93 1 7
65 1 3 1 1
66 3 4 3 0
67 186 125 1 6
68 1 1 1 0
69 237 113 8 11
70 1 8 1 1
71 5 2 5 0
72 3 17 3 0
73 2 2 2 0
74 2 4 2 0
75 232 218 1 11
76 0 0 0 0
77 3 6 3 0
78 1 0 1 0
79 1 17 1 0
80 1 1 1 0
81 3 0 3 0
82 233 104 4 5
83 186 651 0 26
84 2 2 2 0
85 1 3 1 1
86 139 54 2 4
87 1 3 1 0
88 2 0 2 0
89 2 13 2 0
90 2 2 2 0
91 4 9 4 0
92 5 2 5 0
93 2 5 2 0
94 1 5 1 1
95 0 0 0 0
96 3 11 3 1
97 0 4 0 0
