Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 10 2 1
1 2 8 2 1
2 4 13 4 1
3 2 6 2 0
4 1 13 1 1
5 1 15 1 1
6 2 3 2 0
7 3 7 3 0
8 4 1 4 0
9 1 9 1 0
10 2 4 2 0
11 4 6 4 0
12 3 2 3 1
13 3 3 3 0
14 4 6 4 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 0 0 0
19 1 2 1 2
20 2 3 2 1
21 1 8 1 0
22 129 76 1 14
23 3 17 3 0
24 4 15 4 0
25 4 13 4 1
26 1 8 1 1
27 176 37 2 3
28 3 8 3 1
29 3 3 3 1
30 2 14 2 1
31 7 6 7 0
32 3 9 3 0
33 1 2 1 0
34 4 4 4 0
35 0 9 0 1
36 134 90 1 9
37 2 7 2 1
38 6 6 6 1
39 2 6 2 0
40 1 5 1 1
41 1 7 1 0
42 2 10 2 2
43 3 14 3 2
44 4 2 4 0
45 3 8 3 0
46 0 6 0 2
47 2 0 2 0
48 0 8 0 1
49 1 0 1 0
50 1 11 1 1
51 3 11 3 0
52 218 241 1 18
53 0 11 0 1
54 3 6 3 1
55 223 146 4 26
56 3 2 3 1
57 215 264 1 32
58 2 2 2 1
59 0 8 0 0
60 2 12 2 1
61 1 3 1 0
62 1 0 1 0
63 0 0 0 0
64 200 42 1 8
65 1 2 1 0
66 3 6 3 0
67 1 5 1 0
68 1 2 1 0
69 8 2 8 0
70 1 12 1 1
71 5 2 5 0
72 3 14 3 1
73 1 2 1 0
74 186 126 2 18
75 1 8 1 1
76 0 0 0 0
77 216 215 3 19
78 1 0 1 0
79 1 8 1 0
80 1 1 1 0
81 3 0 3 0
82 2 3 2 0
83 0 27 0 1
84 2 2 2 0
85 0 3 0 1
86 2 5 2 1
87 1 1 1 0
88 2 0 2 0
89 216 344 2 13
90 2 1 2 0
91 4 8 4 0
92 5 1 5 0
93 2 9 2 0
94 1 3 1 0
95 0 0 0 0
96 3 6 3 0
97 0 4 0 1
