Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 30 4 0
1 329 339 8 6
2 466 752 9 25
3 332 401 7 11
4 10 50 10 2
5 11 108 11 2
6 437 412 7 19
7 398 14 7 0
8 323 60 4 2
9 330 169 6 2
10 446 236 7 13
11 437 146 6 11
12 463 444 12 10
13 463 1257 12 41
14 440 440 14 6
15 7 44 7 2
16 452 235 6 7
17 6 155 6 5
18 476 321 4 8
19 462 471 8 12
20 7 19 7 0
21 13 35 13 1
22 464 359 9 15
23 171 14 3 1
24 473 326 12 11
25 172 193 2 4
26 10 40 10 1
27 470 336 9 14
28 11 42 11 1
29 473 314 7 7
30 207 4 4 0
31 15 42 15 0
32 8 104 8 0
33 474 1487 6 62
34 1 6 1 0
35 8 42 8 2
36 7 0 7 0
37 2 19 2 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 98 5 9 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 89 2 6 0
