Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 14 2 1
1 233 172 2 6
2 4 22 4 2
3 2 11 2 0
4 1 15 1 1
5 228 325 2 10
6 2 5 2 0
7 3 5 3 0
8 4 4 4 0
9 1 11 1 0
10 2 6 2 0
11 213 50 4 2
12 3 5 3 1
13 2 9 2 0
14 176 161 4 7
15 0 0 0 0
16 2 0 2 0
17 63 1 2 1
18 0 3 0 0
19 1 9 1 0
20 217 24 3 1
21 234 161 1 6
22 1 0 1 0
23 233 293 3 7
24 4 19 4 0
25 4 17 4 1
26 1 11 1 1
27 2 6 2 0
28 236 69 3 3
29 4 9 4 1
30 2 25 2 1
31 233 247 7 1
32 236 95 3 0
33 140 81 1 4
34 4 5 4 0
35 0 22 0 0
36 137 86 1 5
37 2 10 2 0
38 6 8 6 1
39 2 8 2 0
40 1 6 1 1
41 236 222 2 3
42 2 15 2 0
43 230 465 3 16
44 4 2 4 0
45 3 15 3 0
46 1 5 1 0
47 2 0 2 0
48 0 12 0 1
49 2 0 2 0
50 236 549 1 12
51 3 14 3 0
52 1 25 1 0
53 0 21 0 0
54 3 7 3 0
55 6 5 6 1
56 215 135 3 8
57 1 0 1 0
58 2 1 2 0
59 0 24 0 0
60 2 15 2 1
61 1 4 1 0
62 1 0 1 0
63 239 172 2 8
64 234 116 1 9
65 183 207 1 5
66 3 6 3 0
67 1 3 1 0
68 1 5 1 0
69 8 4 8 0
70 191 221 1 8
71 4 3 4 0
72 201 436 3 16
73 2 6 2 0
74 187 155 2 4
75 232 260 1 10
76 0 0 0 0
77 3 8 3 0
78 1 0 1 0
79 1 19 1 0
80 232 184 1 12
81 237 184 3 4
82 209 104 3 6
83 0 44 0 0
84 2 4 2 0
85 1 3 1 1
86 136 113 2 6
87 1 5 1 0
88 240 415 2 12
89 2 18 2 0
90 2 2 2 0
91 4 12 4 0
92 5 4 5 0
93 2 8 2 0
94 1 7 1 0
95 0 0 0 0
96 190 47 3 3
97 0 6 0 0
