Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 312 156 4 8
1 5 11 5 0
2 9 66 9 2
3 7 14 7 0
4 399 271 9 21
5 12 48 12 5
6 6 32 6 2
7 3 16 3 2
8 281 131 4 5
9 6 14 6 2
10 7 25 7 3
11 8 33 8 2
12 472 498 12 33
13 472 872 12 56
14 12 48 12 1
15 8 40 8 5
16 461 377 7 12
17 7 83 7 5
18 4 26 4 1
19 8 32 8 2
20 8 20 8 2
21 13 40 13 3
22 9 29 9 0
23 3 13 3 1
24 12 39 12 1
25 140 29 3 4
26 10 40 10 5
27 477 301 9 33
28 11 71 11 4
29 479 299 7 9
30 3 21 3 0
31 14 42 14 2
32 7 58 7 1
33 6 49 6 4
34 0 3 0 0
35 477 368 8 47
36 0 2 0 1
37 50 2 6 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 7 5 7 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 1 0 0
