Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 240 392 2 4
1 234 152 2 1
2 237 397 4 4
3 243 366 2 3
4 238 426 1 3
5 233 317 3 1
6 209 20 2 0
7 229 39 3 1
8 239 98 4 2
9 236 380 1 5
10 238 92 2 0
11 208 211 4 2
12 223 432 2 6
13 179 302 3 2
14 182 367 4 2
15 235 610 0 15
16 241 410 2 4
17 113 43 2 1
18 0 8 0 0
19 115 74 1 1
20 211 8 3 0
21 239 138 1 1
22 134 69 1 1
23 236 177 3 0
24 236 327 4 3
25 208 191 4 3
26 184 244 1 9
27 185 76 2 1
28 241 86 3 1
29 4 18 4 0
30 226 91 2 1
31 238 165 7 0
32 241 162 3 0
33 144 98 1 0
34 239 177 4 4
35 237 212 0 1
36 141 77 1 0
37 240 353 2 3
38 197 191 6 2
39 240 292 2 2
40 1 11 1 1
41 241 212 2 0
42 242 360 2 5
43 232 280 3 5
44 244 186 5 2
45 228 221 3 2
46 1 10 1 0
47 245 402 2 6
48 240 296 0 5
49 244 139 2 1
50 241 360 1 2
51 228 330 3 0
52 218 307 2 7
53 234 173 0 1
54 234 204 3 4
55 238 273 5 2
56 215 79 3 3
57 240 287 2 0
58 204 96 2 1
59 0 45 0 0
60 221 385 2 5
61 179 111 1 0
62 240 175 3 1
63 244 212 1 2
64 235 63 1 1
65 191 175 1 2
66 242 144 3 1
67 188 251 1 1
68 189 90 1 0
69 236 98 8 1
70 200 164 1 3
71 199 126 5 1
72 213 300 3 1
73 242 335 2 5
74 195 145 2 2
75 223 268 1 6
76 241 213 0 1
77 218 220 3 3
78 190 163 1 2
79 238 247 1 1
80 223 157 1 6
81 243 188 3 2
82 222 132 3 1
83 189 445 0 10
84 2 5 2 0
85 241 211 1 3
86 2 20 2 0
87 173 248 1 2
88 240 271 2 4
89 2 30 2 0
90 214 123 2 3
91 128 84 4 0
92 5 3 5 0
93 118 75 2 1
94 134 175 1 4
95 107 102 0 1
96 201 94 3 2
97 66 90 0 1
