Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 25 4 0
1 362 217 8 6
2 536 693 12 14
3 369 205 7 6
4 490 117 10 5
5 488 1614 12 35
6 501 343 7 11
7 507 18 9 2
8 4 10 4 0
9 362 125 7 2
10 494 91 8 3
11 504 324 12 12
12 543 848 13 9
13 544 1708 15 37
14 488 308 15 6
15 484 1518 8 32
16 533 110 8 1
17 535 2326 9 55
18 545 279 5 5
19 543 314 10 11
20 549 346 8 7
21 542 339 13 8
22 545 438 12 5
23 207 37 6 1
24 13 19 13 0
25 206 199 3 3
26 537 171 11 3
27 540 146 12 1
28 491 353 11 16
29 542 136 8 3
30 483 44 5 0
31 15 30 15 0
32 535 382 8 27
33 543 2458 8 64
34 50 18 2 0
35 539 187 9 6
36 235 14 11 2
37 10 35 10 0
38 0 7 0 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 368 5 10 0
45 0 0 0 0
46 0 0 0 0
47 247 5 6 0
48 0 0 0 0
49 7 0 7 0
50 14 0 10 0
51 512 13 9 0
