Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 352 214 4 4
1 360 168 7 6
2 10 75 10 0
3 7 18 7 0
4 487 87 10 3
5 490 1453 12 37
6 486 333 7 19
7 496 126 9 3
8 365 49 4 2
9 358 194 7 3
10 495 208 8 14
11 12 60 12 0
12 12 58 12 0
13 528 1695 15 39
14 486 402 15 9
15 8 51 8 2
16 517 121 7 2
17 519 1634 8 59
18 529 383 5 9
19 9 34 9 0
20 7 15 7 0
21 526 381 13 10
22 11 25 11 0
23 6 22 6 1
24 526 499 13 9
25 250 21 5 2
26 11 45 11 2
27 11 31 11 0
28 11 55 11 1
29 526 127 8 7
30 90 27 2 0
31 523 441 15 7
32 519 414 8 27
33 527 1668 8 72
34 21 17 0 0
35 523 456 9 13
36 37 2 1 1
37 377 38 8 0
38 7 0 0 0
39 12 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 362 5 10 0
45 0 0 0 0
46 0 0 0 0
47 244 5 6 0
48 2 0 0 0
49 7 0 0 0
50 10 4 10 0
51 7 13 7 0
