Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 241 404 2 3
1 225 168 2 4
2 238 390 4 4
3 243 378 2 7
4 238 448 1 1
5 226 381 3 2
6 185 25 2 0
7 3 6 3 0
8 234 72 4 1
9 230 369 1 3
10 239 77 2 0
11 218 126 4 0
12 219 388 3 6
13 179 234 3 2
14 182 364 4 5
15 0 0 0 0
16 241 318 2 6
17 106 48 2 1
18 57 7 0 0
19 110 75 1 1
20 196 9 3 0
21 238 141 1 1
22 1 0 1 0
23 236 218 3 1
24 4 26 4 0
25 207 166 4 2
26 185 256 1 7
27 184 63 2 0
28 3 21 3 0
29 243 203 4 4
30 235 137 2 2
31 7 27 7 0
32 242 102 3 2
33 1 4 1 0
34 238 205 4 4
35 0 39 0 0
36 141 80 1 2
37 239 322 2 6
38 6 17 6 1
39 239 264 2 3
40 243 206 1 3
41 241 172 2 3
42 243 327 2 6
43 3 55 3 1
44 245 109 5 2
45 226 156 3 5
46 234 133 1 1
47 246 389 2 9
48 0 21 0 1
49 2 0 2 0
50 1 51 1 0
51 3 38 3 0
52 218 266 2 5
53 0 42 0 0
54 232 209 3 2
55 240 205 6 4
56 219 100 3 3
57 2 0 2 0
58 2 5 2 0
59 240 313 0 3
60 218 385 2 12
61 172 121 1 1
62 238 172 3 1
63 1 2 1 0
64 233 85 1 1
65 1 6 1 0
66 242 122 3 1
67 187 257 1 2
68 188 109 1 1
69 8 14 8 0
70 1 12 1 1
71 177 116 5 3
72 211 323 3 3
73 239 284 2 8
74 194 181 2 3
75 210 242 1 2
76 240 201 0 2
77 225 235 3 1
78 187 202 1 7
79 239 239 1 4
80 223 182 1 4
81 3 0 3 0
82 229 127 4 2
83 0 89 0 1
84 240 289 2 8
85 1 6 1 1
86 2 17 2 0
87 171 277 1 5
88 2 0 2 0
89 227 238 2 6
90 215 134 2 4
91 129 51 4 0
92 243 266 5 5
93 2 25 2 0
94 1 8 1 0
95 103 94 0 0
96 3 10 3 0
97 65 73 0 0
