Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 3 48 3 1
1 6 28 6 3
2 367 241 9 43
3 194 168 7 17
4 306 221 8 27
5 10 59 10 4
6 6 66 6 2
7 6 22 6 2
8 4 27 4 0
9 175 47 5 7
10 6 41 6 3
11 5 61 5 1
12 12 62 12 2
13 8 46 8 2
14 10 52 10 1
15 7 61 7 6
16 276 95 4 10
17 5 100 5 6
18 5 53 5 2
19 8 61 8 1
20 5 26 5 2
21 12 53 12 3
22 291 105 7 19
23 1 1 1 1
24 10 56 10 3
25 1 8 1 2
26 7 49 7 6
27 7 66 7 3
28 11 68 11 6
29 7 43 7 3
30 28 3 2 0
31 380 206 13 19
32 6 99 6 3
33 6 72 6 5
34 0 6 0 0
35 381 179 7 23
36 3 0 0 0
37 1 6 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 27 2 3 0
