Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 220 139 1 6
1 2 8 2 1
2 4 27 4 2
3 225 280 2 9
4 1 38 1 1
5 2 30 2 2
6 2 8 2 0
7 3 11 3 0
8 4 3 4 0
9 1 16 1 0
10 1 9 1 0
11 196 106 4 1
12 2 2 2 1
13 3 17 3 0
14 4 21 4 0
15 0 0 0 0
16 2 0 2 0
17 1 4 1 1
18 0 1 0 0
19 1 3 1 0
20 3 6 3 1
21 1 19 1 0
22 1 0 1 0
23 3 31 3 0
24 3 23 3 0
25 4 19 4 1
26 1 19 1 2
27 2 8 2 0
28 3 14 3 0
29 3 11 3 1
30 201 186 2 5
31 224 140 7 4
32 3 18 3 0
33 1 3 1 0
34 4 10 4 0
35 0 32 0 0
36 137 77 1 0
37 191 201 2 10
38 185 121 6 5
39 2 12 2 0
40 1 8 1 1
41 226 146 1 6
42 2 15 2 1
43 3 39 3 0
44 5 2 5 0
45 3 46 3 1
46 0 8 0 1
47 2 0 2 0
48 0 21 0 1
49 2 0 2 0
50 216 273 1 14
51 3 35 3 0
52 2 40 2 1
53 0 38 0 0
54 3 9 3 0
55 4 7 4 1
56 182 35 3 3
57 1 0 1 0
58 187 179 2 5
59 0 34 0 0
60 2 25 2 1
61 1 4 1 0
62 192 43 1 2
63 1 1 1 0
64 204 78 1 0
65 182 184 1 3
66 3 5 3 0
67 1 6 1 0
68 179 22 1 0
69 200 143 8 4
70 182 142 1 7
71 5 2 5 0
72 3 33 3 0
73 198 255 1 8
74 2 25 2 0
75 214 278 1 5
76 227 129 0 8
77 194 205 3 7
78 157 175 1 13
79 222 283 1 5
80 1 3 1 0
81 207 205 3 8
82 2 14 2 0
83 179 351 0 19
84 2 5 2 0
85 1 6 1 1
86 2 15 2 1
87 156 251 1 7
88 2 0 2 0
89 2 28 2 0
90 186 101 2 3
91 4 16 4 0
92 5 7 5 0
93 2 18 2 0
94 132 116 1 6
95 0 0 0 0
96 89 40 3 4
97 0 7 0 1
