Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 22 4 0
1 354 201 7 8
2 10 54 10 0
3 361 192 7 3
4 10 31 10 2
5 478 1236 12 35
6 7 20 7 0
7 498 151 9 3
8 4 11 4 0
9 7 8 7 0
10 482 75 8 7
11 10 46 10 0
12 526 712 12 9
13 530 1302 15 41
14 478 377 15 7
15 470 1054 8 31
16 8 33 8 0
17 521 1416 8 53
18 531 232 5 10
19 9 21 9 0
20 535 414 8 8
21 528 351 13 10
22 531 262 11 5
23 205 31 6 1
24 13 24 13 0
25 204 198 3 3
26 11 33 11 1
27 526 208 11 5
28 11 41 11 1
29 528 191 8 6
30 473 44 4 0
31 525 447 15 9
32 521 286 8 29
33 529 1765 7 65
34 1 6 1 0
35 525 407 9 8
36 35 2 1 2
37 328 24 7 1
38 0 7 0 0
39 7 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 361 5 10 0
45 0 0 0 0
46 0 0 0 0
47 246 5 6 0
48 4 0 0 0
49 0 0 0 0
50 10 4 10 0
51 8 9 8 0
