Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 15 4 2
1 4 16 4 3
2 10 38 10 3
3 7 8 7 1
4 9 30 9 5
5 10 25 10 4
6 5 26 5 5
7 3 10 3 2
8 4 9 4 2
9 306 140 4 18
10 384 322 6 58
11 7 20 7 2
12 12 18 12 3
13 9 8 9 3
14 12 18 12 2
15 7 20 7 6
16 4 17 4 8
17 6 38 6 8
18 4 20 4 2
19 9 27 9 6
20 6 12 6 3
21 13 23 13 3
22 8 21 8 3
23 28 1 1 1
24 427 236 11 58
25 1 14 1 2
26 10 30 10 7
27 8 23 8 6
28 11 21 11 4
29 7 20 7 5
30 1 3 1 1
31 15 28 15 2
32 7 36 7 6
33 6 29 6 4
34 0 4 0 0
35 7 27 7 2
36 0 2 0 2
37 5 9 5 1
38 0 7 0 0
39 0 0 0 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 7 0 0
