Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 318 2 4
1 239 183 2 3
2 240 432 4 5
3 246 403 3 4
4 242 410 1 2
5 236 367 3 1
6 234 37 2 1
7 241 72 3 0
8 242 71 4 4
9 239 365 1 3
10 242 90 2 0
11 238 225 4 2
12 237 677 4 7
13 179 281 3 2
14 4 13 4 0
15 248 830 0 14
16 243 404 2 5
17 199 72 2 1
18 153 11 0 0
19 199 140 1 1
20 241 19 3 0
21 241 141 1 0
22 135 54 1 0
23 239 165 3 3
24 240 371 4 2
25 244 128 4 3
26 186 347 1 10
27 185 85 2 1
28 245 68 3 0
29 246 150 4 3
30 241 139 2 0
31 240 121 7 0
32 244 135 3 0
33 146 96 1 1
34 243 167 4 1
35 0 38 0 0
36 143 120 1 3
37 244 378 2 5
38 208 170 6 2
39 243 248 2 2
40 245 176 1 2
41 244 250 2 1
42 245 329 2 5
43 237 336 3 3
44 247 136 5 0
45 238 256 3 3
46 240 120 1 1
47 248 385 2 3
48 243 387 0 5
49 248 108 2 1
50 244 380 1 3
51 237 367 3 2
52 239 229 2 6
53 237 198 0 2
54 239 182 3 2
55 244 298 6 6
56 3 3 3 1
57 242 312 2 5
58 219 87 2 1
59 242 222 0 1
60 234 598 2 8
61 182 90 1 2
62 243 181 3 1
63 247 239 2 3
64 240 68 1 3
65 192 128 1 0
66 244 74 3 1
67 1 4 1 0
68 189 57 1 0
69 241 88 8 1
70 201 166 1 5
71 234 158 5 1
72 227 334 3 2
73 246 366 2 3
74 197 154 2 0
75 238 256 1 4
76 0 0 0 0
77 246 186 3 1
78 1 0 1 0
79 241 239 1 1
80 1 2 1 0
81 246 165 3 3
82 238 193 4 3
83 190 669 0 15
84 2 3 2 0
85 246 198 1 2
86 141 140 2 1
87 176 293 1 3
88 246 272 2 2
89 236 276 2 1
90 241 152 2 1
91 129 81 4 0
92 5 3 5 0
93 121 54 2 0
94 135 173 1 3
95 114 110 0 1
96 223 138 3 2
97 68 72 0 0
