Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 18 2 2
1 235 133 4 13
2 10 55 10 2
3 7 14 7 0
4 10 41 10 3
5 10 28 10 2
6 5 44 5 1
7 3 15 3 1
8 302 32 4 5
9 6 13 6 2
10 6 45 6 2
11 380 213 6 16
12 12 26 12 1
13 11 27 11 2
14 14 34 14 0
15 7 43 7 5
16 4 39 4 3
17 459 618 7 82
18 4 33 4 1
19 9 29 9 1
20 6 25 6 2
21 13 43 13 3
22 8 16 8 0
23 1 1 1 1
24 12 43 12 1
25 3 9 3 2
26 10 52 10 5
27 454 304 10 34
28 11 74 11 5
29 7 29 7 3
30 0 1 0 0
31 15 56 15 2
32 458 515 7 41
33 5 51 5 3
34 0 2 0 0
35 455 228 7 24
36 7 0 7 0
37 0 9 0 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 7 10 7 0
