Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 347 2 4
1 242 240 2 1
2 241 389 4 3
3 247 328 3 3
4 243 376 1 1
5 238 397 3 5
6 236 32 2 1
7 243 46 3 0
8 244 102 4 3
9 241 329 1 1
10 243 62 2 0
11 240 371 4 6
12 242 779 4 6
13 181 195 3 1
14 184 289 4 4
15 0 0 0 0
16 245 366 2 8
17 211 101 2 1
18 211 8 0 0
19 212 153 2 0
20 3 2 3 0
21 243 147 1 3
22 1 0 1 0
23 241 123 3 3
24 242 522 4 5
25 245 74 4 2
26 186 587 1 11
27 185 101 2 2
28 246 79 3 0
29 247 139 4 2
30 244 115 2 1
31 242 73 7 0
32 245 65 3 1
33 145 84 1 1
34 246 104 4 2
35 242 144 0 2
36 142 116 1 3
37 247 267 2 3
38 231 158 7 0
39 247 228 2 1
40 246 194 1 2
41 245 202 2 2
42 2 9 2 0
43 239 347 3 1
44 248 113 5 2
45 240 349 3 2
46 243 102 1 4
47 249 337 2 5
48 247 358 1 6
49 249 83 2 0
50 1 7 1 0
51 239 540 3 5
52 240 267 2 2
53 239 131 0 1
54 240 158 3 1
55 245 228 6 1
56 237 64 3 2
57 244 457 2 3
58 227 81 2 0
59 243 141 0 1
60 238 1188 2 14
61 184 98 1 1
62 3 0 3 0
63 248 210 2 2
64 242 64 1 1
65 206 117 1 1
66 247 146 3 1
67 189 304 1 2
68 190 33 1 0
69 243 134 8 2
70 204 198 1 5
71 239 168 5 1
72 231 330 3 4
73 247 201 2 3
74 203 99 2 1
75 239 220 1 4
76 0 0 0 0
77 247 166 3 0
78 232 112 1 4
79 244 203 1 3
80 246 139 1 0
81 247 122 3 2
82 240 269 4 6
83 228 1206 0 17
84 2 3 2 0
85 247 113 1 1
86 142 150 2 2
87 179 180 1 3
88 249 242 2 2
89 238 296 2 5
90 2 2 2 0
91 129 78 4 0
92 246 284 5 3
93 122 62 2 0
94 136 286 1 2
95 118 96 0 1
96 247 187 3 1
97 69 73 0 0
