Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 420 2 6
1 242 257 2 2
2 4 29 4 1
3 247 391 3 3
4 243 352 1 3
5 238 336 3 3
6 236 43 2 0
7 243 77 3 1
8 244 80 4 2
9 1 10 1 0
10 242 54 2 0
11 239 364 4 3
12 242 733 4 7
13 180 195 3 2
14 183 321 4 6
15 249 931 0 12
16 2 0 2 0
17 198 71 2 1
18 198 16 0 0
19 198 165 1 0
20 243 25 3 0
21 243 107 1 0
22 135 63 1 0
23 241 145 3 2
24 4 13 4 0
25 245 101 4 4
26 186 375 1 6
27 2 3 2 0
28 246 74 3 0
29 247 154 4 1
30 242 111 2 0
31 242 122 7 0
32 245 94 3 0
33 146 79 1 2
34 244 105 4 1
35 242 192 0 3
36 143 102 1 1
37 245 401 2 3
38 219 155 7 2
39 245 271 2 2
40 246 196 1 1
41 245 227 2 3
42 246 317 2 6
43 239 330 3 3
44 248 151 5 0
45 240 319 3 5
46 243 135 1 1
47 249 381 2 4
48 0 6 0 1
49 249 122 2 0
50 245 408 1 4
51 239 439 3 6
52 240 266 2 6
53 239 211 0 1
54 240 192 3 1
55 245 250 6 4
56 237 124 3 4
57 244 349 2 3
58 226 92 2 0
59 243 163 0 3
60 235 828 2 6
61 183 109 1 2
62 245 139 3 1
63 249 215 2 3
64 1 3 1 0
65 192 154 1 0
66 245 130 3 0
67 189 264 1 1
68 190 51 1 0
69 243 77 8 2
70 204 187 1 4
71 238 147 5 2
72 228 367 3 1
73 247 278 2 4
74 201 97 2 0
75 239 228 1 3
76 245 139 0 4
77 247 180 3 3
78 219 178 1 1
79 242 265 1 5
80 246 208 1 1
81 247 152 3 1
82 240 200 4 2
83 195 780 0 12
84 246 737 2 11
85 247 203 1 2
86 143 128 2 2
87 1 3 1 0
88 247 234 2 0
89 238 263 2 2
90 243 136 2 0
91 129 76 4 0
92 246 197 5 7
93 122 73 2 0
94 136 179 1 3
95 118 69 0 0
96 247 157 3 2
97 0 9 0 0
