Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 11 2 1
1 241 230 2 2
2 4 26 4 1
3 3 5 3 0
4 243 271 1 4
5 237 358 3 3
6 2 6 2 0
7 242 57 3 0
8 243 152 4 4
9 240 365 1 0
10 241 94 2 1
11 230 202 4 4
12 241 717 3 8
13 3 3 3 0
14 4 5 4 0
15 249 999 0 15
16 244 398 2 5
17 202 35 2 2
18 202 3 0 0
19 1 9 1 0
20 242 26 3 1
21 243 131 1 1
22 137 131 1 0
23 3 11 3 0
24 4 14 4 0
25 245 91 4 1
26 1 21 1 0
27 2 5 2 0
28 246 68 3 0
29 247 147 4 1
30 244 109 2 1
31 7 8 7 0
32 245 129 3 1
33 148 91 1 0
34 244 88 4 1
35 242 123 0 3
36 145 119 1 2
37 245 267 2 4
38 212 137 6 1
39 245 237 2 1
40 1 5 1 1
41 245 348 2 3
42 246 451 2 11
43 3 21 3 0
44 5 1 5 0
45 3 12 3 0
46 242 147 1 5
47 249 445 2 6
48 0 5 0 1
49 250 79 2 1
50 245 354 1 7
51 239 423 3 3
52 239 228 2 9
53 238 154 0 1
54 3 2 3 0
55 245 213 6 3
56 3 2 3 1
57 244 374 2 3
58 223 57 2 2
59 240 169 0 1
60 237 827 2 8
61 1 7 1 0
62 3 0 3 0
63 2 1 2 0
64 242 76 1 3
65 1 3 1 0
66 247 137 3 2
67 190 117 1 1
68 1 1 1 0
69 241 83 8 3
70 203 155 1 5
71 239 174 5 3
72 228 306 3 2
73 247 247 2 8
74 203 101 2 1
75 1 10 1 1
76 245 124 0 2
77 247 104 3 0
78 1 0 1 0
79 244 281 1 2
80 243 162 1 1
81 247 159 3 5
82 240 191 4 5
83 210 828 0 13
84 246 658 2 8
85 247 179 1 1
86 144 120 2 4
87 180 169 1 3
88 2 0 2 0
89 238 296 2 4
90 243 112 2 0
91 4 4 4 0
92 243 212 5 3
93 123 54 2 0
94 139 171 1 4
95 119 100 0 0
96 247 159 3 2
97 0 5 0 0
