Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 239 330 2 5
1 218 193 2 0
2 4 31 4 2
3 243 409 2 4
4 237 392 1 0
5 233 305 3 3
6 215 29 2 0
7 3 14 3 0
8 240 93 4 2
9 237 314 1 5
10 238 75 2 0
11 226 189 4 2
12 220 355 2 7
13 3 24 3 0
14 4 23 4 0
15 0 0 0 0
16 2 0 2 0
17 2 7 2 1
18 61 9 0 0
19 80 16 1 1
20 135 8 3 0
21 239 168 1 2
22 1 0 1 0
23 235 208 3 6
24 237 303 4 7
25 230 245 4 1
26 185 257 1 7
27 2 3 2 0
28 240 91 3 0
29 4 15 4 0
30 235 148 2 0
31 238 144 7 1
32 3 25 3 0
33 142 86 1 1
34 239 218 4 4
35 0 37 0 0
36 139 87 1 0
37 240 334 2 7
38 6 16 6 1
39 240 280 2 4
40 243 222 1 4
41 241 192 2 1
42 2 30 2 1
43 234 345 3 3
44 243 169 5 2
45 234 177 3 5
46 235 126 1 1
47 244 403 2 7
48 240 283 0 6
49 245 110 2 0
50 1 48 1 0
51 230 368 3 4
52 2 42 2 1
53 235 170 0 4
54 235 206 3 2
55 240 288 6 7
56 221 96 3 4
57 240 292 2 3
58 207 77 2 0
59 239 214 0 2
60 223 397 2 7
61 164 117 1 1
62 241 194 3 1
63 243 218 1 4
64 233 77 1 1
65 191 195 1 2
66 3 15 3 0
67 1 6 1 0
68 1 11 1 0
69 8 15 8 0
70 200 158 1 2
71 5 6 5 0
72 3 37 3 0
73 230 385 2 9
74 189 149 2 2
75 201 273 1 7
76 0 0 0 0
77 208 253 3 1
78 179 178 1 3
79 239 305 1 1
80 1 3 1 0
81 243 196 3 3
82 226 138 4 3
83 189 432 0 13
84 2 4 2 0
85 1 2 1 0
86 139 105 2 1
87 167 244 1 3
88 242 294 2 2
89 232 253 2 6
90 219 140 2 4
91 4 25 4 0
92 243 223 5 4
93 2 29 2 0
94 134 190 1 3
95 107 96 0 0
96 206 107 3 3
97 0 16 0 1
