Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 313 137 4 3
1 318 307 7 7
2 9 100 9 1
3 7 36 7 0
4 10 65 10 5
5 414 1038 10 48
6 6 57 6 1
7 254 49 7 5
8 315 100 4 1
9 7 17 7 1
10 7 31 7 3
11 5 58 5 1
12 461 382 12 14
13 13 70 13 1
14 408 473 12 8
15 8 50 8 6
16 4 104 4 2
17 7 155 7 5
18 471 316 4 8
19 464 562 8 11
20 475 439 6 43
21 13 55 13 2
22 467 224 10 17
23 1 1 1 1
24 12 53 12 1
25 3 13 3 2
26 10 64 10 5
27 466 143 9 12
28 11 97 11 6
29 468 162 7 9
30 53 14 1 0
31 463 449 15 17
32 461 507 6 27
33 6 77 6 4
34 5 3 0 0
35 8 64 8 4
36 7 0 0 0
37 1 6 1 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 49 3 7 1
