Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 374 2 3
1 242 150 2 0
2 4 22 4 1
3 247 331 3 2
4 243 296 1 2
5 238 446 3 2
6 236 56 2 1
7 243 51 3 0
8 244 112 4 1
9 241 320 1 4
10 243 57 2 0
11 240 420 4 6
12 4 7 4 1
13 180 193 3 1
14 183 331 4 5
15 244 1162 0 16
16 245 462 2 7
17 202 23 2 1
18 198 4 0 0
19 2 7 2 0
20 243 38 3 1
21 243 145 1 2
22 1 0 1 0
23 241 149 3 4
24 242 489 4 5
25 245 103 4 2
26 186 476 1 6
27 185 98 2 1
28 246 103 3 0
29 247 135 4 1
30 242 110 2 0
31 242 80 7 1
32 3 10 3 0
33 148 70 1 1
34 244 82 4 1
35 242 139 0 3
36 145 93 1 1
37 245 275 2 4
38 231 176 7 0
39 245 241 2 2
40 246 174 1 1
41 245 198 2 3
42 246 380 2 5
43 239 405 3 3
44 248 134 5 0
45 240 383 3 3
46 243 90 1 4
47 249 395 2 4
48 245 355 0 5
49 250 80 2 0
50 245 242 1 4
51 239 437 3 4
52 240 278 2 5
53 239 154 0 1
54 240 168 3 1
55 245 219 6 3
56 237 92 3 1
57 244 330 2 2
58 227 55 2 0
59 243 146 0 2
60 238 988 2 6
61 183 107 1 2
62 3 0 3 0
63 248 189 2 0
64 242 75 1 1
65 206 136 1 0
66 245 132 3 2
67 189 120 1 2
68 1 1 1 0
69 243 99 8 4
70 204 146 1 3
71 239 188 5 1
72 231 313 3 1
73 247 204 2 4
74 203 109 2 0
75 239 203 1 3
76 245 146 0 4
77 247 188 3 1
78 231 147 1 3
79 1 14 1 0
80 246 151 1 1
81 3 0 3 0
82 240 207 4 4
83 226 882 0 11
84 246 732 2 8
85 247 145 1 2
86 144 128 2 1
87 178 204 1 4
88 247 248 2 2
89 238 266 2 5
90 243 159 2 0
91 131 80 4 0
92 246 243 5 3
93 123 43 2 1
94 138 227 1 2
95 119 110 0 1
96 247 125 3 1
97 71 52 0 1
