Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 241 288 2 5
1 2 8 2 0
2 236 445 4 5
3 245 347 2 4
4 1 18 1 0
5 236 224 3 2
6 230 78 2 1
7 3 4 3 0
8 4 2 4 0
9 239 291 1 7
10 241 62 2 0
11 4 14 4 0
12 4 4 4 1
13 178 229 3 3
14 181 233 4 4
15 0 0 0 0
16 2 0 2 0
17 2 6 2 1
18 0 4 0 0
19 2 3 2 0
20 240 20 3 1
21 241 146 1 3
22 134 115 1 1
23 239 182 3 4
24 240 404 4 5
25 240 230 4 3
26 183 488 1 11
27 183 87 2 1
28 242 61 3 0
29 4 13 4 1
30 240 137 2 1
31 240 118 7 1
32 3 10 3 0
33 142 72 1 4
34 4 6 4 0
35 240 243 0 2
36 1 8 1 0
37 2 9 2 0
38 6 4 6 0
39 241 332 2 2
40 1 6 1 1
41 243 306 2 3
42 2 14 2 0
43 236 383 3 8
44 5 1 5 0
45 3 15 3 0
46 1 4 1 0
47 247 260 2 6
48 0 3 0 1
49 247 111 2 1
50 243 231 1 6
51 3 28 3 0
52 2 19 2 0
53 237 148 0 1
54 237 190 3 5
55 242 189 5 5
56 221 88 3 4
57 2 0 2 0
58 219 93 2 1
59 240 189 0 2
60 232 1094 2 13
61 176 145 1 5
62 3 0 3 0
63 246 157 2 5
64 240 59 1 2
65 1 2 1 0
66 243 146 3 1
67 186 323 1 1
68 187 25 1 0
69 239 150 8 2
70 185 120 1 5
71 5 5 5 0
72 221 270 3 4
73 2 3 2 0
74 189 94 2 2
75 1 9 1 1
76 243 144 0 3
77 3 2 3 0
78 222 153 1 5
79 240 245 1 5
80 244 143 1 1
81 3 0 3 0
82 232 239 3 6
83 186 949 0 16
84 2 3 2 0
85 245 134 1 3
86 139 102 2 2
87 175 171 1 3
88 243 252 2 4
89 234 250 2 6
90 2 1 2 0
91 4 4 4 0
92 5 2 5 0
93 2 5 2 0
94 134 191 1 3
95 110 102 0 2
96 232 85 3 2
97 0 1 0 0
