Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 325 218 4 0
1 303 335 7 5
2 439 518 9 12
3 331 426 7 4
4 404 463 10 4
5 396 856 11 24
6 403 446 6 10
7 156 19 6 2
8 296 74 3 1
9 316 105 6 3
10 362 182 7 5
11 362 57 6 5
12 355 249 12 8
13 443 541 12 16
14 389 396 12 9
15 396 617 7 12
16 407 147 6 2
17 439 882 7 42
18 446 326 5 5
19 415 326 9 4
20 475 546 7 12
21 468 468 13 9
22 458 202 9 6
23 97 15 2 1
24 468 360 12 6
25 98 118 2 3
26 463 249 9 5
27 450 292 10 4
28 347 139 10 10
29 396 122 8 4
30 30 11 2 0
31 466 392 15 1
32 435 617 7 14
33 469 1778 6 49
34 15 13 0 0
35 465 531 9 2
36 3 0 2 0
37 13 6 4 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 9 5 7 0
45 0 0 0 0
46 0 0 0 0
47 14 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 29 4 7 0
