Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 3 19 3 0
1 5 14 5 0
2 9 101 9 1
3 282 217 7 3
4 10 45 10 2
5 11 52 11 3
6 5 81 5 2
7 187 15 4 3
8 4 17 4 1
9 6 15 6 1
10 367 150 6 18
11 372 168 5 14
12 407 339 12 26
13 450 428 10 34
14 11 44 11 0
15 8 50 8 6
16 5 57 5 1
17 445 908 6 55
18 461 241 4 15
19 9 36 9 0
20 8 38 8 2
21 13 63 13 2
22 9 35 9 0
23 1 1 1 1
24 456 430 12 29
25 3 12 3 2
26 10 82 10 3
27 428 304 9 28
28 11 74 11 4
29 465 151 7 5
30 1 20 1 0
31 14 83 14 2
32 8 103 8 0
33 7 80 7 3
34 7 5 0 0
35 8 66 8 3
36 3 0 3 0
37 1 7 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 6 5 6 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 43 3 1 1
