Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 31 4 0
1 9 15 9 0
2 523 904 13 42
3 365 441 7 12
4 10 29 10 3
5 475 619 13 61
6 7 41 7 0
7 8 22 8 0
8 4 9 4 0
9 8 9 8 0
10 8 19 8 2
11 490 141 10 22
12 14 51 14 0
13 15 34 15 2
14 475 486 14 27
15 8 80 8 5
16 8 46 8 4
17 8 84 8 5
18 5 22 5 1
19 10 26 10 1
20 7 23 7 0
21 13 33 13 2
22 533 412 11 27
23 138 25 3 1
24 535 300 13 20
25 138 146 1 4
26 11 75 11 6
27 11 31 11 1
28 477 267 11 31
29 535 227 9 21
30 5 19 5 0
31 532 542 15 18
32 7 64 7 3
33 8 79 8 4
34 0 5 0 0
35 532 557 9 32
36 11 14 11 0
37 10 33 10 0
38 0 7 0 0
39 8 6 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 7 0 7 0
50 0 0 0 0
51 6 5 6 0
