Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 364 321 4 7
1 367 399 8 16
2 518 1344 11 20
3 370 607 7 16
4 477 259 10 11
5 480 1328 13 47
6 7 41 7 0
7 504 109 9 5
8 4 12 4 0
9 367 115 8 4
10 486 196 8 13
11 12 58 12 0
12 13 53 13 0
13 15 55 15 1
14 479 347 15 4
15 8 51 8 2
16 7 34 7 1
17 8 109 8 5
18 5 27 5 1
19 9 15 9 0
20 531 447 6 14
21 13 41 13 2
22 526 387 10 14
23 248 26 6 4
24 14 34 14 1
25 248 253 4 3
26 519 319 11 13
27 522 204 10 4
28 492 455 11 19
29 524 193 9 13
30 349 30 5 0
31 521 449 15 12
32 516 411 7 36
33 525 2127 7 81
34 33 23 1 0
35 9 44 9 1
36 137 2 2 1
37 482 40 11 1
38 7 0 3 0
39 8 6 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 235 5 6 0
48 0 0 0 0
49 7 0 7 0
50 14 0 10 0
51 7 10 7 0
