Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 238 209 2 12
1 2 8 2 0
2 4 18 4 2
3 2 5 2 0
4 1 18 1 1
5 233 179 3 4
6 222 99 2 0
7 238 26 3 2
8 239 57 4 3
9 236 367 1 6
10 2 5 2 0
11 4 3 4 0
12 237 488 3 14
13 3 9 3 0
14 4 6 4 0
15 0 0 0 0
16 240 486 2 6
17 2 5 2 1
18 197 4 0 0
19 1 5 1 0
20 3 2 3 0
21 1 5 1 0
22 1 0 1 0
23 3 9 3 0
24 237 411 4 7
25 4 8 4 1
26 185 380 1 14
27 185 51 2 0
28 239 115 3 0
29 4 9 4 1
30 236 194 2 0
31 7 7 7 0
32 239 124 3 4
33 1 1 1 0
34 4 10 4 0
35 0 12 0 0
36 1 9 1 1
37 2 11 2 0
38 6 8 6 0
39 2 5 2 0
40 1 5 1 1
41 239 227 2 0
42 2 19 2 0
43 234 232 3 4
44 242 119 4 2
45 235 269 3 7
46 1 3 1 0
47 2 0 2 0
48 238 488 0 19
49 243 158 2 5
50 239 301 1 6
51 3 24 3 0
52 2 18 2 0
53 0 11 0 0
54 3 3 3 0
55 6 4 6 1
56 3 2 3 1
57 1 0 1 0
58 2 2 2 0
59 0 10 0 0
60 2 24 2 1
61 1 7 1 0
62 193 109 1 2
63 1 1 1 0
64 238 107 1 5
65 195 117 1 1
66 238 150 3 1
67 188 294 1 4
68 189 71 1 1
69 8 6 8 0
70 1 5 1 1
71 5 4 5 0
72 3 12 3 0
73 240 223 2 10
74 191 112 2 3
75 1 9 1 1
76 0 0 0 0
77 241 207 3 6
78 1 0 1 0
79 1 8 1 0
80 1 1 1 0
81 241 116 3 2
82 4 7 4 0
83 0 39 0 1
84 240 529 2 12
85 1 3 1 1
86 2 4 2 0
87 178 222 1 10
88 243 228 2 9
89 2 15 2 1
90 239 264 2 7
91 4 16 4 0
92 239 302 5 2
93 122 83 2 0
94 136 217 1 7
95 0 0 0 0
96 3 10 3 0
97 64 32 0 1
