Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 30 4 2
1 6 14 6 2
2 473 375 9 30
3 7 7 7 0
4 10 41 10 5
5 10 52 10 3
6 6 26 6 2
7 6 18 6 2
8 297 116 4 12
9 6 9 6 1
10 6 15 6 1
11 7 21 7 1
12 478 320 12 37
13 15 19 15 2
14 441 177 14 33
15 8 25 8 2
16 6 32 6 2
17 7 57 7 6
18 5 34 5 1
19 8 26 8 2
20 7 11 7 0
21 13 32 13 3
22 9 14 9 0
23 1 1 1 1
24 12 24 12 2
25 3 22 3 2
26 10 28 10 2
27 9 21 9 1
28 11 42 11 3
29 8 22 8 2
30 4 22 4 0
31 15 29 15 0
32 7 54 7 5
33 467 618 7 113
34 1 3 1 0
35 8 33 8 2
36 0 2 0 2
37 4 10 4 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 7 0 0 0
50 0 0 0 0
51 0 0 0 0
