Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 42 4 1
1 8 13 8 2
2 467 344 10 23
3 7 15 7 0
4 10 33 10 4
5 448 895 11 56
6 449 440 6 19
7 7 21 7 0
8 296 140 4 6
9 6 8 6 1
10 6 17 6 3
11 7 25 7 0
12 470 296 12 17
13 14 47 14 1
14 15 40 15 0
15 442 771 8 69
16 5 48 5 3
17 6 80 6 5
18 5 34 5 1
19 473 536 9 23
20 7 15 7 0
21 13 32 13 3
22 475 294 8 24
23 14 1 1 1
24 12 27 12 0
25 2 21 2 2
26 485 141 10 10
27 9 37 9 0
28 11 48 11 2
29 490 87 8 10
30 4 20 4 0
31 15 26 15 1
32 7 69 7 1
33 7 60 7 4
34 0 4 0 0
35 9 41 9 3
36 0 2 0 2
37 3 10 3 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 67 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 6 5 6 0
