Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 235 159 2 10
1 2 6 2 0
2 4 19 4 2
3 2 3 2 0
4 1 11 1 1
5 216 156 3 9
6 225 9 2 1
7 3 5 3 1
8 4 2 4 0
9 1 10 1 0
10 2 3 2 0
11 4 3 4 0
12 3 3 3 1
13 3 5 3 0
14 4 7 4 0
15 225 451 0 29
16 2 0 2 0
17 1 4 1 1
18 0 4 0 0
19 169 14 1 1
20 3 3 3 1
21 1 9 1 0
22 1 0 1 0
23 3 20 3 0
24 4 6 4 0
25 4 11 4 1
26 183 224 1 17
27 2 4 2 0
28 3 7 3 1
29 237 240 4 6
30 2 13 2 0
31 7 12 7 0
32 3 9 3 0
33 1 1 1 0
34 4 5 4 0
35 0 9 0 0
36 1 9 1 1
37 2 7 2 0
38 190 88 6 4
39 2 5 2 0
40 1 8 1 1
41 2 10 2 0
42 232 289 2 12
43 3 28 3 1
44 4 1 4 0
45 3 14 3 0
46 230 158 0 5
47 2 0 2 0
48 0 8 0 1
49 2 0 2 0
50 231 319 1 6
51 3 11 3 0
52 1 20 1 0
53 0 7 0 0
54 3 2 3 0
55 5 4 5 1
56 226 132 3 7
57 1 0 1 0
58 2 1 2 0
59 223 195 0 14
60 202 513 2 24
61 1 6 1 0
62 1 0 1 0
63 1 0 1 0
64 1 2 1 0
65 1 1 1 0
66 3 10 3 0
67 1 6 1 0
68 1 1 1 0
69 8 2 8 0
70 1 5 1 1
71 5 3 5 0
72 206 238 3 12
73 2 4 2 0
74 2 3 2 0
75 1 13 1 1
76 235 173 0 9
77 3 2 3 0
78 187 145 1 7
79 1 10 1 0
80 234 180 1 6
81 235 165 3 4
82 3 7 3 0
83 0 22 0 0
84 2 2 2 0
85 1 3 1 1
86 2 4 2 1
87 1 3 1 0
88 2 0 2 0
89 2 10 2 0
90 2 2 2 0
91 4 9 4 0
92 234 201 5 7
93 2 5 2 0
94 1 2 1 1
95 0 0 0 0
96 3 6 3 0
97 0 3 0 0
