Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 381 2 5
1 242 180 2 0
2 241 460 4 3
3 247 358 3 3
4 243 399 1 2
5 238 351 3 3
6 236 47 2 0
7 243 69 3 0
8 244 89 4 3
9 241 370 1 2
10 242 54 2 0
11 239 363 4 4
12 242 695 4 6
13 180 235 3 2
14 183 286 4 3
15 249 997 0 12
16 245 392 2 6
17 200 78 2 1
18 200 17 0 0
19 200 166 1 0
20 243 21 3 0
21 243 171 1 1
22 136 71 1 0
23 241 149 3 2
24 242 368 4 1
25 245 102 4 2
26 186 379 1 5
27 185 104 2 3
28 246 57 3 0
29 247 127 4 2
30 242 102 2 1
31 242 92 7 0
32 245 99 3 0
33 148 70 1 1
34 244 140 4 2
35 242 172 0 3
36 145 112 1 2
37 245 345 2 3
38 226 159 7 0
39 245 213 2 2
40 246 154 1 2
41 245 249 2 2
42 246 261 2 4
43 239 317 3 5
44 248 155 5 0
45 240 287 3 6
46 243 134 1 1
47 249 355 2 4
48 245 390 0 3
49 250 109 2 1
50 245 364 1 2
51 239 442 3 4
52 240 282 2 6
53 239 188 0 1
54 240 170 3 2
55 245 221 6 3
56 237 94 3 1
57 244 338 2 3
58 226 78 2 0
59 243 143 0 0
60 236 840 2 4
61 183 94 1 1
62 245 162 3 1
63 248 196 2 2
64 242 103 1 1
65 192 154 1 0
66 245 142 3 1
67 189 264 1 1
68 190 52 1 1
69 243 71 8 2
70 204 182 1 4
71 238 155 5 2
72 230 332 3 0
73 247 284 2 5
74 201 93 2 1
75 239 235 1 5
76 245 147 0 5
77 247 172 3 0
78 218 165 1 1
79 242 236 1 4
80 246 180 1 1
81 247 148 3 0
82 240 209 4 2
83 195 794 0 12
84 246 761 2 10
85 247 164 1 3
86 144 128 2 0
87 179 208 1 1
88 247 211 2 2
89 238 244 2 2
90 243 167 2 0
91 130 81 4 0
92 246 250 5 7
93 123 67 2 0
94 137 179 1 3
95 117 109 0 0
96 247 145 3 2
97 71 59 0 1
