Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 20 4 2
1 5 12 5 3
2 9 36 9 2
3 7 5 7 0
4 8 28 8 5
5 9 27 9 4
6 5 27 5 4
7 2 3 2 3
8 4 18 4 2
9 182 45 2 12
10 6 17 6 2
11 9 20 9 2
12 444 287 12 90
13 13 15 13 2
14 14 20 14 2
15 7 24 7 7
16 5 39 5 4
17 7 38 7 7
18 4 22 4 1
19 8 25 8 5
20 7 10 7 1
21 13 27 13 3
22 8 23 8 3
23 1 1 1 1
24 12 27 12 2
25 2 9 2 2
26 11 34 11 6
27 9 25 9 5
28 11 46 11 8
29 6 28 6 4
30 4 19 4 0
31 15 30 15 2
32 7 49 7 5
33 7 31 7 4
34 8 3 0 0
35 437 215 7 57
36 0 2 0 2
37 5 20 5 1
38 0 0 0 0
39 12 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 0 0 0
