Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 27 4 0
1 8 8 8 0
2 502 860 10 33
3 7 10 7 0
4 463 128 10 7
5 466 627 11 37
6 6 39 6 0
7 9 24 9 0
8 4 15 4 1
9 7 7 7 0
10 472 289 7 17
11 7 41 7 0
12 12 49 12 0
13 510 647 15 40
14 466 381 16 11
15 8 61 8 5
16 6 29 6 0
17 501 1019 7 63
18 5 25 5 1
19 9 23 9 1
20 8 20 8 0
21 13 32 13 2
22 510 223 11 11
23 1 1 1 1
24 508 592 12 12
25 3 8 3 1
26 503 438 10 24
27 11 32 11 1
28 11 32 11 1
29 8 26 8 3
30 5 19 5 0
31 505 228 15 12
32 502 374 8 35
33 7 69 7 3
34 0 8 0 0
35 506 509 9 22
36 0 2 0 2
37 356 25 6 1
38 0 0 0 0
39 7 0 7 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 10 4 10 0
51 8 9 8 0
