Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 360 2 10
1 240 214 2 5
2 239 440 4 5
3 245 404 3 7
4 239 320 1 2
5 3 18 3 1
6 231 29 2 1
7 3 4 3 0
8 4 2 4 0
9 238 164 1 6
10 240 20 2 0
11 4 6 4 0
12 239 550 4 9
13 3 8 3 0
14 184 409 4 4
15 0 0 0 0
16 242 327 2 8
17 198 37 2 2
18 0 5 0 0
19 2 6 2 0
20 3 4 3 1
21 240 67 1 2
22 135 99 1 2
23 238 162 3 4
24 4 13 4 0
25 4 5 4 1
26 1 15 1 0
27 185 65 2 2
28 3 4 3 0
29 245 170 4 3
30 240 91 2 2
31 239 59 7 1
32 3 9 3 0
33 145 77 1 4
34 4 6 4 0
35 0 10 0 0
36 1 8 1 0
37 239 331 2 7
38 6 2 6 0
39 2 3 2 0
40 244 271 1 9
41 243 184 2 2
42 244 346 2 9
43 3 24 3 0
44 5 2 5 0
45 3 13 3 0
46 239 149 1 3
47 2 0 2 0
48 0 6 0 1
49 247 141 2 1
50 243 294 1 5
51 3 26 3 0
52 238 285 2 2
53 236 153 0 2
54 236 225 3 3
55 243 198 5 9
56 3 2 3 1
57 1 0 1 0
58 204 57 2 2
59 0 11 0 0
60 2 16 2 0
61 1 4 1 0
62 3 0 3 0
63 246 137 2 6
64 1 3 1 0
65 1 4 1 0
66 243 140 3 1
67 188 327 1 1
68 189 28 1 0
69 238 140 8 4
70 187 93 1 3
71 235 180 5 3
72 222 346 3 10
73 2 3 2 0
74 2 4 2 0
75 1 13 1 1
76 0 0 0 0
77 245 164 3 2
78 188 146 1 7
79 1 15 1 0
80 244 210 1 3
81 245 206 3 7
82 4 10 4 0
83 189 1075 0 17
84 2 3 2 0
85 245 236 1 5
86 142 109 2 3
87 1 4 1 0
88 244 253 2 5
89 2 15 2 0
90 2 1 2 0
91 4 12 4 0
92 5 1 5 0
93 2 5 2 0
94 135 206 1 4
95 0 0 0 0
96 3 11 3 0
97 0 5 0 0
