Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 22 4 0
1 8 30 8 0
2 482 603 9 21
3 7 17 7 0
4 452 288 10 10
5 12 61 12 1
6 7 49 7 0
7 430 20 7 1
8 350 51 4 3
9 343 119 6 4
10 7 18 7 1
11 8 54 8 0
12 12 39 12 1
13 490 912 14 37
14 455 342 15 7
15 8 46 8 2
16 6 27 6 0
17 481 1058 7 57
18 5 34 5 1
19 489 341 8 19
20 495 413 7 15
21 13 38 13 2
22 10 22 10 0
23 119 13 3 1
24 12 41 12 0
25 121 136 3 5
26 483 260 10 12
27 486 252 10 11
28 11 55 11 2
29 8 30 8 2
30 2 14 2 0
31 485 394 15 11
32 480 342 8 17
33 489 1248 6 63
34 2 3 2 0
35 9 47 9 2
36 0 2 0 2
37 2 17 2 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 98 5 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 85 3 7 1
